time                          Optional[local:l-0]           Optional[local:l-1]           Optional[local:l-2]           Optional[local:l-3]           
0.0                           28.0                          46.0                          31.0                          31.0                          
1.001                         124.0                         156.0                         156.0                         156.0                         
2.001                         282.0                         314.0                         314.0                         375.0                         
3.003                         281.0                         217.0                         121.0                         60.0                          
4.004                         246.0                         185.0                         313.0                         284.0                         
5.005                         0.0                           28.0                          28.0                          57.0                          
6.005                         0.0                           0.0                           0.0                           0.0                           
7.006                         0.0                           0.0                           0.0                           0.0                           
