time                          Optional[local:s-0]           Optional[local:l-0]           Optional[local:l-1]           Optional[local:l-2]           Optional[local:l-3]           
0.0                           108.0                         0.0                           0.0                           0.0                           0.0                           
1.002                         243.0                         127.0                         127.0                         31.0                          63.0                          
2.002                         256.0                         247.0                         247.0                         253.0                         282.0                         
3.003                         211.0                         0.0                           95.0                          217.0                         156.0                         
4.005                         0.0                           287.0                         249.0                         246.0                         246.0                         
5.006                         0.0                           86.0                          28.0                          0.0                           0.0                           
6.006                         0.0                           0.0                           0.0                           0.0                           0.0                           
7.007                         0.0                           0.0                           0.0                           0.0                           0.0                           
