time                          Optional[local:l-0]           Optional[local:l-1]           Optional[local:l-2]           Optional[local:l-3]           
0.0                           64.0                          96.0                          64.0                          64.0                          
1.001                         189.0                         253.0                         221.0                         221.0                         
2.001                         471.0                         567.0                         535.0                         596.0                         
3.003                         753.0                         785.0                         657.0                         657.0                         
4.004                         1000.0                        971.0                         971.0                         942.0                         
5.005                         1000.0                        1000.0                        1000.0                        1000.0                        
6.005                         1000.0                        1000.0                        1000.0                        1000.0                        
7.006                         1000.0                        1000.0                        1000.0                        1000.0                        
