time Optional[local:s-0] Optional[local:l-0] Optional[local:l-1] Optional[local:l-2] Optional[local:l-3] Optional[local:l-4] Optional[local:l-5] Optional[local:l-6] Optional[local:l-7] Optional[local:l-8] Optional[local:l-9] 
0.0 200.0 0.0 192.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
1.014 1480.0 0.0 1152.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
2.084 2200.0 0.0 2000.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
3.189 2840.0 896.0 2456.0 592.0 712.0 576.0 664.0 712.0 960.0 896.0 712.0 
4.224 3680.0 1688.0 3248.0 1104.0 1488.0 1480.0 1432.0 1496.0 1744.0 1744.0 1488.0 
5.607 4664.0 1992.0 3800.0 1240.0 2200.0 1800.0 2000.0 1800.0 2648.0 2000.0 2000.0 
6.609 5112.0 2976.0 4568.0 2088.0 2712.0 2256.0 2704.0 2568.0 3664.0 2960.0 2768.0 
7.826 6344.0 3600.0 5600.0 2904.0 3800.0 3512.0 3600.0 3400.0 4624.0 3800.0 3976.0 
8.83 7376.0 4248.0 6832.0 4096.0 4656.0 4248.0 4248.0 4368.0 5664.0 4648.0 5008.0 
9.831 8424.0 5296.0 7816.0 5040.0 5712.0 5320.0 5296.0 5320.0 6688.0 5600.0 5968.0 
10.832 9368.0 6312.0 8312.0 6088.0 6192.0 6288.0 5992.0 5832.0 7600.0 6184.0 6544.0 
11.833 10432.0 7320.0 9000.0 6896.0 7200.0 7248.0 7096.0 6864.0 8520.0 7200.0 7448.0 
12.834 11416.0 7800.0 10024.0 7896.0 7656.0 8296.0 7400.0 7896.0 9488.0 7656.0 8488.0 
13.846 12424.0 8400.0 11256.0 8880.0 8600.0 9000.0 8624.0 9120.0 10256.0 8688.0 9712.0 
14.847 13416.0 9056.0 12024.0 9896.0 9568.0 10232.0 9400.0 9840.0 11288.0 9584.0 10512.0 
15.947 14432.0 10088.0 13256.0 10896.0 10400.0 10800.0 10600.0 11000.0 12056.0 10688.0 11712.0 
16.948 15416.0 11048.0 13968.0 11848.0 11576.0 11840.0 11312.0 11400.0 12600.0 11640.0 12464.0 
17.949 16424.0 11984.0 14992.0 12896.0 12488.0 12400.0 12368.0 11600.0 13312.0 12696.0 12992.0 
18.95 17416.0 13096.0 15600.0 13896.0 13576.0 13296.0 13376.0 12560.0 14344.0 13640.0 14088.0 
