time Optional[local:s-0] Optional[local:l-0] Optional[local:l-1] Optional[local:l-2] Optional[local:l-3] Optional[local:l-4] Optional[local:l-5] Optional[local:l-6] Optional[local:l-7] Optional[local:l-8] Optional[local:l-9] 
0.0 1240.0 450.0 350.0 950.0 750.0 900.0 800.0 1000.0 950.0 500.0 300.0 
1.001 2240.0 850.0 1150.0 1950.0 1650.0 1948.0 1700.0 1550.0 1800.0 1750.0 1300.0 
2.002 3240.0 1550.0 1950.0 2950.0 2350.0 2950.0 2300.0 2450.0 2600.0 2500.0 2050.0 
3.002 4240.0 2550.0 2950.0 3950.0 3300.0 3950.0 3150.0 3150.0 3300.0 3300.0 2650.0 
4.003 5240.0 3500.0 3250.0 4950.0 3950.0 4850.0 4150.0 3950.0 4150.0 4090.0 3650.0 
5.004 6240.0 4498.0 4000.0 5950.0 4750.0 5900.0 5050.0 4650.0 5000.0 4950.0 4850.0 
6.005 7240.0 5200.0 4400.0 6950.0 5650.0 6250.0 5500.0 5000.0 5600.0 5550.0 5750.0 
7.005 8240.0 6000.0 5300.0 7950.0 6350.0 7000.0 6250.0 5550.0 6200.0 6150.0 6400.0 
8.006 9250.0 6800.0 6000.0 8650.0 7200.0 7748.0 6850.0 6550.0 6750.0 7150.0 7500.0 
9.007 10240.0 7300.0 6350.0 8750.0 8050.0 8500.0 7650.0 7250.0 7150.0 7600.0 8500.0 
10.008 11240.0 7450.0 6900.0 8800.0 8600.0 8950.0 8150.0 8200.0 7300.0 7700.0 9350.0 
11.009 12240.0 8150.0 7000.0 9150.0 9250.0 9450.0 8450.0 8896.0 7400.0 8150.0 10100.0 
12.01 13100.0 8150.0 7200.0 9200.0 9250.0 9650.0 8550.0 9050.0 7600.0 8150.0 10100.0 
13.011 13100.0 8150.0 7200.0 9200.0 9250.0 9650.0 8550.0 9050.0 7600.0 8150.0 10100.0 
14.011 13100.0 8150.0 7200.0 9200.0 9250.0 9650.0 8550.0 9050.0 7600.0 8150.0 10100.0 
