time mean min max stdev
0 93.0909090909091 0.0 1024.0 308.74761684762996
1 197.8181818181818 0.0 2176.0 656.0886858012136
2 290.90909090909093 0.0 3200.0 964.8363026488436
3 565.8181818181819 0.0 4188.0 1239.862397057175
4 1173.8181818181818 0.0 5140.0 1450.2936129061466
5 2041.090909090909 256.0 6140.0 1540.400042491914
6 3008.7272727272725 1280.0 6908.0 1532.7275746791463
7 3986.5454545454545 2164.0 8188.0 1600.7281070585577
8 4834.545454545455 3000.0 9164.0 1597.5844493256914
9 5504.727272727273 3756.0 10000.0 1633.0563426231865
10 6324.363636363636 4768.0 10000.0 1423.906125608516
11 7157.454545454545 5000.0 10000.0 1339.324334404207
12 7946.909090909091 5000.0 10000.0 1429.8588360076287
13 8600.727272727272 5000.0 10140.0 1623.0359879503037
14 8809.818181818182 5000.0 10500.0 1741.683198413639
15 9012.727272727272 5000.0 11500.0 1934.8854793454361
16 9090.90909090909 5000.0 11500.0 2022.5995873897261
17 9090.90909090909 5000.0 11500.0 2022.5995873897261
18 9090.90909090909 5000.0 11500.0 2022.5995873897261
