time Optional[local:l-0] Optional[local:l-1] Optional[local:l-2] Optional[local:l-3] Optional[local:l-4] Optional[local:l-5] Optional[local:l-6] Optional[local:l-7] Optional[local:l-8] Optional[local:l-9] 
0.0 0.0 57.0 0.0 61.0 62.0 0.0 0.0 62.0 62.0 0.0 
1.001 255.0 127.0 127.0 0.0 127.0 127.0 127.0 0.0 0.0 255.0 
2.002 0.0 127.0 255.0 127.0 0.0 127.0 127.0 255.0 127.0 0.0 
3.004 383.0 0.0 255.0 127.0 371.0 255.0 383.0 115.0 127.0 0.0 
4.005 499.0 755.0 755.0 1150.0 383.0 371.0 371.0 639.0 755.0 895.0 
5.005 1408.0 1268.0 640.0 500.0 1652.0 1152.0 896.0 1652.0 1024.0 1640.0 
6.006 755.0 1382.0 1254.0 1278.0 1510.0 1022.0 1022.0 383.0 1638.0 883.0 
7.006 1116.0 1116.0 1268.0 1104.0 848.0 1256.0 1500.0 1128.0 860.0 1232.0 
8.007 963.0 603.0 591.0 719.0 359.0 951.0 963.0 963.0 603.0 719.0 
9.008 371.0 1126.0 603.0 999.0 755.0 615.0 627.0 615.0 755.0 639.0 
10.008 1024.0 1012.0 1024.0 768.0 896.0 1536.0 1640.0 1280.0 1012.0 896.0 
11.009 1022.0 895.0 1138.0 1010.0 1626.0 639.0 1626.0 755.0 871.0 1022.0 
12.009 1360.0 512.0 768.0 1488.0 860.0 1232.0 232.0 1128.0 884.0 1348.0 
13.009 836.0 940.0 1196.0 592.0 476.0 708.0 476.0 836.0 1092.0 464.0 
14.01 0.0 0.0 115.0 0.0 0.0 0.0 0.0 115.0 115.0 0.0 
15.01 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
16.01 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
