time Optional[local:l-0] Optional[local:l-1] Optional[local:l-2] Optional[local:l-3] Optional[local:l-4] Optional[local:l-5] Optional[local:l-6] Optional[local:l-7] Optional[local:l-8] Optional[local:l-9] 
0.0 682.0 832.0 948.0 748.0 782.0 750.0 782.0 800.0 800.0 832.0 
1.001 1732.0 1748.0 1782.0 1766.0 1782.0 1816.0 1832.0 1782.0 1816.0 1832.0 
2.002 2732.0 2666.0 2716.0 2666.0 2666.0 2732.0 2732.0 2632.0 2666.0 2682.0 
3.002 3600.0 3598.0 3732.0 3632.0 3732.0 3698.0 3648.0 3650.0 3550.0 3650.0 
4.003 4630.0 4614.0 4630.0 4514.0 4582.0 4616.0 4564.0 4566.0 4416.0 4598.0 
5.004 5616.0 5566.0 5616.0 5632.0 5582.0 5632.0 5532.0 5582.0 5516.0 5564.0 
6.005 6266.0 6266.0 6332.0 6332.0 6316.0 6332.0 6316.0 6316.0 6332.0 6282.0 
7.005 7116.0 7166.0 7182.0 7116.0 7182.0 7132.0 7166.0 7082.0 7066.0 7182.0 
8.006 8050.0 8082.0 8000.0 8000.0 8100.0 8050.0 8100.0 8000.0 8000.0 8066.0 
9.007 8732.0 8766.0 8716.0 8732.0 8716.0 8766.0 8716.0 8682.0 8732.0 8782.0 
10.008 9266.0 9266.0 9266.0 9232.0 9282.0 9282.0 9266.0 9232.0 9282.0 9266.0 
11.009 9832.0 9864.0 9816.0 9798.0 9816.0 9748.0 9832.0 9882.0 9832.0 9816.0 
12.01 10000.0 10000.0 10000.0 10000.0 10000.0 10000.0 10000.0 10000.0 10000.0 10000.0 
13.011 10000.0 10000.0 10000.0 10000.0 10000.0 10000.0 10000.0 10000.0 10000.0 10000.0 
14.011 10000.0 10000.0 10000.0 10000.0 10000.0 10000.0 10000.0 10000.0 10000.0 10000.0 
