time Optional[local:l-0] Optional[local:l-1] Optional[local:l-2] Optional[local:l-3] Optional[local:l-4] Optional[local:l-5] Optional[local:l-6] Optional[local:l-7] Optional[local:l-8] Optional[local:l-9] 
0.0 0.065 0.075 0.085 0.07 0.075 0.075 0.075 0.08 0.08 0.08 
1.002 0.17 0.17 0.175 0.175 0.175 0.18 0.18 0.175 0.18 0.18 
2.003 0.27 0.265 0.27 0.265 0.265 0.27 0.27 0.26 0.265 0.265 
3.003 0.36 0.355 0.37 0.36 0.37 0.365 0.36 0.365 0.355 0.365 
4.004 0.455 0.455 0.455 0.445 0.455 0.46 0.45 0.455 0.44 0.455 
5.005 0.56 0.555 0.56 0.56 0.555 0.56 0.55 0.555 0.55 0.55 
6.006 0.625 0.625 0.63 0.63 0.63 0.63 0.63 0.63 0.63 0.625 
7.006 0.71 0.715 0.715 0.71 0.715 0.71 0.715 0.705 0.705 0.715 
8.007 0.805 0.805 0.8 0.8 0.81 0.805 0.81 0.8 0.8 0.805 
9.008 0.87 0.875 0.87 0.87 0.87 0.875 0.87 0.865 0.87 0.875 
10.009 0.925 0.925 0.925 0.92 0.925 0.925 0.925 0.92 0.925 0.925 
11.01 0.98 0.98 0.98 0.975 0.98 0.97 0.98 0.985 0.98 0.98 
12.011 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 
13.011 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 
14.012 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 
