time Optional[local:ss-10000] 
0.0 0.0 
1.17 5128.0 
2.254 10239.0 
3.256 9955.0 
4.267 11869.0 
5.268 9465.0 
6.268 9950.0 
7.269 9890.0 
8.27 9990.0 
9.271 9615.0 
10.271 9675.0 
11.271 7500.0 
12.273 9306.0 
13.273 10275.0 
14.274 10289.0 
15.275 10264.0 
16.276 9615.0 
17.277 9940.0 
18.278 10264.0 
19.279 9990.0 
20.28 9015.0 
21.281 9965.0 
22.282 9665.0 
23.282 9975.0 
24.283 10289.0 
25.284 10564.0 
26.285 9965.0 
27.287 10603.0 
28.288 9990.0 
29.289 9665.0 
30.29 10589.0 
31.29 9350.0 
32.291 9990.0 
33.292 9990.0 
34.293 9990.0 
35.295 9655.0 
36.296 9665.0 
37.297 9990.0 
38.298 9990.0 
39.299 9990.0 
40.3 9665.0 
41.3 10625.0 
42.302 9980.0 
43.302 10000.0 
44.303 10289.0 
45.303 10000.0 
46.304 9990.0 
47.305 10614.0 
48.305 10000.0 
49.306 9990.0 
50.307 9990.0 
51.308 9990.0 
52.309 9990.0 
53.31 9990.0 
54.311 9990.0 
55.312 9990.0 
56.313 9990.0 
57.313 10000.0 
58.314 9990.0 
59.315 9990.0 
60.317 9980.0 
61.318 9990.0 
62.319 9990.0 
63.32 9990.0 
64.321 9990.0 
65.322 9990.0 
66.323 9990.0 
67.324 9990.0 
68.325 9990.0 
69.326 9990.0 
70.326 10000.0 
71.326 10000.0 
72.327 9990.0 
73.328 9990.0 
74.328 10625.0 
75.33 9980.0 
76.331 9990.0 
77.331 10000.0 
78.333 9980.0 
79.333 10000.0 
80.334 9990.0 
81.334 10000.0 
82.335 9990.0 
83.336 9990.0 
84.336 10000.0 
85.337 9990.0 
86.339 9980.0 
87.34 9990.0 
88.341 9990.0 
89.342 9990.0 
90.343 9990.0 
91.344 9990.0 
92.345 9990.0 
93.346 9990.0 
94.347 9980.0 
95.348 10000.0 
96.349 9990.0 
97.35 9990.0 
98.352 9980.0 
99.353 9990.0 
100.354 9990.0 
101.355 9990.0 
102.356 9990.0 
103.357 9990.0 
104.359 9980.0 
105.36 9990.0 
106.361 9990.0 
107.361 10000.0 
108.361 10000.0 
109.362 9990.0 
110.363 9990.0 
111.364 9990.0 
112.365 9990.0 
113.366 9990.0 
114.367 9990.0 
115.367 10000.0 
116.368 9990.0 
117.368 10000.0 
118.369 9990.0 
119.37 9990.0 
120.37 10000.0 
121.372 10603.0 
122.372 10000.0 
123.373 9990.0 
124.374 9990.0 
125.375 9990.0 
126.375 10000.0 
127.375 10000.0 
128.376 9990.0 
129.377 9990.0 
130.378 9990.0 
131.379 9990.0 
132.379 10000.0 
133.38 9990.0 
134.38 10000.0 
135.382 9980.0 
136.383 9990.0 
137.383 7500.0 
138.384 9990.0 
139.385 9990.0 
140.385 10000.0 
141.386 10614.0 
142.386 10000.0 
143.388 9980.0 
144.388 10000.0 
145.389 9990.0 
146.39 9990.0 
147.391 9990.0 
148.391 10000.0 
149.391 10000.0 
150.392 9990.0 
151.392 10000.0 
152.393 9990.0 
153.395 9980.0 
154.396 9990.0 
155.397 9990.0 
156.398 9990.0 
157.399 9990.0 
158.399 10000.0 
159.401 9980.0 
160.402 9990.0 
161.402 10000.0 
162.403 9990.0 
163.403 10000.0 
164.404 9990.0 
165.405 9990.0 
166.406 9990.0 
167.406 9990.0 
168.408 9990.0 
169.408 10000.0 
170.409 9990.0 
171.411 9980.0 
172.412 9990.0 
173.412 10000.0 
174.413 9990.0 
175.413 10000.0 
176.414 9990.0 
177.415 9990.0 
178.415 10000.0 
179.416 9990.0 
180.416 10000.0 
181.417 9990.0 
182.418 9990.0 
183.419 9990.0 
184.419 10000.0 
185.42 9990.0 
186.42 10000.0 
187.421 9990.0 
188.422 9990.0 
189.422 10000.0 
190.423 9990.0 
191.424 9990.0 
192.424 10000.0 
193.424 10000.0 
194.425 9990.0 
195.426 9990.0 
196.426 10000.0 
197.427 9990.0 
198.427 10000.0 
199.428 9990.0 
200.429 7492.0 
201.431 9980.0 
202.431 10000.0 
203.432 9990.0 
204.432 10000.0 
205.433 9990.0 
206.434 9990.0 
207.435 9990.0 
208.435 10000.0 
209.437 9980.0 
210.437 10000.0 
211.438 9990.0 
212.439 9990.0 
213.44 9990.0 
214.44 10000.0 
215.442 9980.0 
216.442 10000.0 
217.443 9990.0 
218.443 10000.0 
219.445 9980.0 
220.446 9990.0 
221.447 9990.0 
222.447 10000.0 
223.448 9990.0 
224.448 10000.0 
225.45 9980.0 
226.451 9990.0 
227.451 10000.0 
228.452 9990.0 
229.453 9990.0 
230.453 10000.0 
231.454 9990.0 
232.455 9990.0 
233.456 9990.0 
234.456 10000.0 
235.457 9990.0 
236.458 9990.0 
237.458 10000.0 
238.459 9990.0 
239.46 9990.0 
240.46 10000.0 
241.46 9675.0 
242.461 9990.0 
243.461 10000.0 
244.462 9665.0 
245.463 9990.0 
246.463 10000.0 
247.464 9990.0 
248.464 9650.0 
249.464 10000.0 
250.466 9980.0 
251.466 10000.0 
252.467 9990.0 
253.468 9990.0 
254.469 10289.0 
255.47 9990.0 
256.471 9990.0 
257.471 9675.0 
258.471 9675.0 
259.472 9990.0 
260.472 9350.0 
261.473 9990.0 
262.474 10289.0 
263.474 10925.0 
264.474 9350.0 
265.474 10300.0 
266.475 9990.0 
267.477 9980.0 
268.477 10000.0 
269.478 9315.0 
270.478 10000.0 
271.479 9340.0 
272.48 10264.0 
273.48 10275.0 
274.481 9965.0 
275.482 9990.0 
276.482 9350.0 
277.483 10614.0 
278.484 10289.0 
279.484 9975.0 
280.485 10589.0 
281.486 9990.0 
282.487 9665.0 
283.487 10000.0 
284.487 9350.0 
285.488 8691.0 
286.488 10625.0 
287.489 10264.0 
288.489 9675.0 
289.495 9890.0 
290.496 9965.0 
291.496 9350.0 
292.497 10589.0 
293.498 9340.0 
294.498 10275.0 
295.499 9665.0 
296.503 10532.0 
297.504 9315.0 
298.505 10289.0 
299.506 9965.0 
300.507 10239.0 
301.507 10575.0 
302.509 9655.0 
303.509 9975.0 
304.509 9925.0 
305.51 9665.0 
306.511 9340.0 
307.512 10239.0 
308.512 9950.0 
309.513 10564.0 
310.514 9915.0 
311.514 10575.0 
312.515 9915.0 
313.515 9350.0 
314.525 11089.0 
315.526 9540.0 
316.526 9325.0 
317.527 10239.0 
318.53 10244.0 
319.531 9665.0 
320.532 10239.0 
321.532 9950.0 
322.532 9625.0 
323.533 10564.0 
324.534 10214.0 
325.535 9940.0 
326.536 9340.0 
327.536 9650.0 
328.537 9590.0 
329.539 9331.0 
330.539 10275.0 
331.539 11225.0 
332.541 9905.0 
333.541 10625.0 
334.541 9625.0 
335.542 9665.0 
336.543 10289.0 
337.544 10239.0 
338.544 10625.0 
339.544 10000.0 
340.545 9665.0 
341.545 10000.0 
342.546 10589.0 
343.548 10254.0 
344.548 9650.0 
345.549 9990.0 
346.549 9650.0 
347.55 9640.0 
348.551 9340.0 
349.551 9675.0 
350.552 10264.0 
351.553 10589.0 
352.553 10000.0 
353.554 10264.0 
354.554 9350.0 
355.554 10600.0 
356.555 10289.0 
357.556 9640.0 
358.556 9975.0 
359.559 9646.0 
360.559 9975.0 
361.56 10289.0 
362.561 9965.0 
363.561 9975.0 
364.562 9990.0 
365.563 7492.0 
366.565 9955.0 
367.571 12425.0 
368.572 7767.0 
369.572 8750.0 
370.573 10289.0 
371.573 9350.0 
372.574 10289.0 
373.574 9975.0 
374.575 10914.0 
375.575 10000.0 
376.576 9665.0 
377.577 9990.0 
378.577 10625.0 
379.578 9340.0 
380.578 10300.0 
381.578 10000.0 
382.579 9990.0 
383.58 9665.0 
384.582 9655.0 
385.583 9990.0 
386.584 11238.0 
387.584 9675.0 
388.584 10000.0 
389.585 10289.0 
390.585 10000.0 
391.586 9990.0 
392.588 10279.0 
393.59 10603.0 
394.594 9636.0 
395.595 9990.0 
396.596 9990.0 
397.598 10279.0 
398.598 10000.0 
399.599 9990.0 
400.6 9665.0 
401.601 9340.0 
402.602 10264.0 
403.602 10000.0 
404.604 9980.0 
405.606 9980.0 
