time Optional[local:sl-20000] Optional[local:sl-20001] Optional[local:sl-20002] Optional[local:sl-20003] Optional[local:sl-20004] Optional[local:sl-20005] Optional[local:sl-20006] Optional[local:sl-20007] Optional[local:sl-20008] Optional[local:sl-20009] 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
1.007 0.0 0.0025 0.0 0.0025 0.0 0.0025 0.0 0.0 0.0025 0.0 
2.008 0.0025 0.0025 0.0025 0.005 0.0025 0.0025 0.0025 0.005 0.005 0.0025 
3.011 0.0075 0.0125 0.005 0.015 0.0075 0.01 0.005 0.01 0.01 0.0075 
4.012 0.02 0.0175 0.015 0.0225 0.02 0.0225 0.02 0.0175 0.02 0.0175 
5.012 0.0325 0.03 0.025 0.03 0.025 0.025 0.025 0.025 0.0275 0.03 
6.013 0.035 0.035 0.035 0.035 0.0325 0.035 0.0375 0.0325 0.04 0.035 
7.014 0.0475 0.0475 0.045 0.05 0.0475 0.0475 0.0475 0.0475 0.045 0.045 
8.015 0.06 0.0575 0.06 0.0575 0.0575 0.0575 0.06 0.0575 0.0575 0.055 
9.016 0.0675 0.0625 0.065 0.0675 0.0675 0.0625 0.0675 0.0675 0.065 0.0625 
10.017 0.0775 0.0775 0.0725 0.0775 0.075 0.0725 0.0825 0.08 0.0825 0.075 
11.017 0.085 0.0825 0.085 0.085 0.085 0.0825 0.0875 0.09 0.085 0.0825 
12.019 0.0975 0.0925 0.09 0.0925 0.0975 0.095 0.1 0.0975 0.095 0.095 
13.02 0.11 0.0975 0.105 0.1 0.1 0.1025 0.1075 0.105 0.105 0.1 
14.02 0.12 0.115 0.1125 0.115 0.1125 0.115 0.115 0.1125 0.1125 0.11 
15.021 0.13 0.1225 0.125 0.1225 0.1175 0.1225 0.1275 0.125 0.125 0.1275 
16.022 0.1375 0.1275 0.1325 0.13 0.1275 0.1275 0.135 0.135 0.135 0.13 
17.022 0.15 0.1425 0.1425 0.1425 0.1475 0.145 0.145 0.145 0.145 0.145 
18.023 0.1575 0.15 0.1525 0.155 0.155 0.15 0.16 0.15 0.1525 0.15 
19.024 0.165 0.1675 0.1625 0.1625 0.16 0.165 0.165 0.165 0.1625 0.1675 
20.025 0.175 0.1725 0.1725 0.1775 0.1675 0.175 0.18 0.175 0.1725 0.1725 
21.026 0.1875 0.1825 0.1825 0.1875 0.1825 0.1825 0.1875 0.18 0.185 0.18 
22.027 0.195 0.195 0.1925 0.195 0.195 0.1925 0.1975 0.1925 0.19 0.1975 
23.028 0.21 0.2025 0.2025 0.205 0.205 0.2 0.21 0.205 0.205 0.205 
24.028 0.215 0.21 0.215 0.215 0.21 0.21 0.215 0.215 0.215 0.215 
25.029 0.2275 0.235 0.225 0.2275 0.2275 0.225 0.2275 0.225 0.2275 0.2275 
26.03 0.2375 0.24 0.23 0.2325 0.23 0.2375 0.235 0.235 0.2325 0.235 
27.03 0.25 0.25 0.2425 0.25 0.2375 0.2425 0.2475 0.2375 0.2425 0.25 
28.03 0.255 0.26 0.255 0.255 0.255 0.255 0.255 0.255 0.2575 0.255 
29.03 0.265 0.2675 0.265 0.2675 0.2575 0.26 0.2675 0.265 0.2675 0.2625 
30.031 0.28 0.2825 0.2775 0.275 0.2775 0.2725 0.275 0.2725 0.2775 0.275 
31.032 0.2875 0.2875 0.285 0.2875 0.285 0.2875 0.285 0.285 0.29 0.29 
32.032 0.29 0.2975 0.3 0.2925 0.3 0.2925 0.295 0.2975 0.2975 0.2975 
33.033 0.31 0.3075 0.305 0.3075 0.3025 0.3075 0.305 0.3075 0.3125 0.3075 
34.033 0.3175 0.315 0.3125 0.3125 0.3125 0.315 0.31 0.3125 0.32 0.31 
35.033 0.325 0.325 0.3275 0.32 0.33 0.33 0.325 0.325 0.33 0.3225 
36.034 0.3375 0.335 0.3375 0.3375 0.3375 0.335 0.3325 0.335 0.3375 0.3375 
37.035 0.34 0.3475 0.3475 0.3425 0.345 0.3425 0.3425 0.3425 0.3425 0.3425 
38.036 0.3525 0.3525 0.3575 0.355 0.3525 0.3525 0.3525 0.3525 0.355 0.35 
39.036 0.3625 0.3575 0.365 0.3675 0.3625 0.3625 0.3625 0.3675 0.3625 0.365 
40.038 0.37 0.3675 0.3725 0.3675 0.3725 0.3775 0.3725 0.3775 0.3725 0.3725 
41.038 0.39 0.385 0.3875 0.39 0.3875 0.3875 0.385 0.385 0.3875 0.3825 
42.038 0.3925 0.3875 0.3925 0.39 0.3975 0.3925 0.39 0.39 0.3925 0.3925 
43.038 0.405 0.395 0.4 0.405 0.405 0.4025 0.4 0.4 0.405 0.4 
44.038 0.4175 0.415 0.41 0.41 0.415 0.41 0.41 0.415 0.4125 0.4125 
45.04 0.4225 0.42 0.4225 0.4175 0.4225 0.4275 0.42 0.42 0.425 0.425 
46.04 0.445 0.4325 0.4275 0.43 0.435 0.4325 0.435 0.435 0.43 0.4325 
47.041 0.4525 0.445 0.4375 0.44 0.44 0.44 0.44 0.4425 0.44 0.435 
48.041 0.46 0.4525 0.45 0.4525 0.4575 0.455 0.455 0.4475 0.455 0.455 
49.042 0.4675 0.4625 0.4625 0.4625 0.4675 0.465 0.4575 0.4625 0.465 0.46 
50.043 0.475 0.4775 0.475 0.47 0.4725 0.4725 0.475 0.475 0.475 0.4725 
51.043 0.4825 0.485 0.4825 0.48 0.48 0.4875 0.4825 0.475 0.4775 0.4775 
52.044 0.4975 0.495 0.5 0.49 0.495 0.495 0.495 0.49 0.49 0.495 
53.045 0.5025 0.5025 0.5025 0.5 0.5 0.5025 0.5 0.5075 0.5075 0.5 
54.045 0.5175 0.515 0.5125 0.505 0.51 0.5125 0.5125 0.5125 0.515 0.51 
55.045 0.525 0.5275 0.5275 0.5225 0.525 0.525 0.5275 0.525 0.525 0.5225 
56.046 0.53 0.53 0.535 0.5275 0.53 0.5325 0.5325 0.53 0.5325 0.5325 
57.046 0.5475 0.5425 0.545 0.5425 0.55 0.5425 0.55 0.545 0.54 0.545 
58.047 0.555 0.55 0.5575 0.545 0.56 0.5575 0.555 0.5525 0.5525 0.5525 
59.047 0.5625 0.5575 0.5625 0.56 0.57 0.565 0.56 0.56 0.56 0.565 
60.048 0.575 0.57 0.575 0.5725 0.5725 0.5775 0.5725 0.575 0.5725 0.575 
61.049 0.5825 0.5825 0.58 0.5775 0.5775 0.585 0.58 0.585 0.585 0.585 
62.05 0.5975 0.5925 0.5925 0.5925 0.595 0.595 0.595 0.5975 0.5975 0.595 
63.05 0.6025 0.605 0.605 0.6025 0.6 0.605 0.605 0.61 0.6075 0.605 
64.05 0.615 0.6125 0.61 0.6125 0.615 0.6175 0.6125 0.615 0.615 0.6125 
65.051 0.625 0.625 0.6275 0.6275 0.6275 0.6275 0.625 0.6275 0.6275 0.625 
66.051 0.6325 0.63 0.6325 0.6325 0.6325 0.6325 0.63 0.635 0.6325 0.6325 
67.052 0.645 0.645 0.6425 0.645 0.6475 0.6475 0.6425 0.645 0.64 0.6475 
68.053 0.6525 0.6625 0.655 0.6525 0.65 0.65 0.6575 0.6575 0.6525 0.6575 
69.053 0.66 0.6675 0.665 0.66 0.66 0.665 0.665 0.665 0.66 0.66 
70.053 0.6775 0.675 0.67 0.67 0.6775 0.675 0.67 0.675 0.6725 0.675 
71.054 0.6775 0.68 0.68 0.6775 0.6825 0.6825 0.68 0.68 0.675 0.68 
72.055 0.6925 0.7 0.69 0.6925 0.69 0.695 0.6925 0.695 0.6925 0.6925 
73.056 0.7025 0.7 0.705 0.705 0.7 0.7 0.705 0.705 0.7025 0.7025 
74.057 0.7125 0.7075 0.715 0.71 0.7125 0.715 0.7125 0.7075 0.7125 0.7075 
75.058 0.725 0.725 0.725 0.72 0.725 0.725 0.7225 0.725 0.7275 0.7225 
76.059 0.73 0.7325 0.7325 0.7275 0.7325 0.73 0.73 0.73 0.7325 0.7275 
77.06 0.7475 0.745 0.7425 0.7425 0.7475 0.7425 0.7425 0.745 0.745 0.74 
78.062 0.7525 0.75 0.7525 0.7475 0.7525 0.755 0.75 0.7525 0.755 0.7525 
79.063 0.7675 0.7675 0.765 0.7625 0.77 0.77 0.7625 0.7625 0.765 0.765 
80.064 0.7725 0.77 0.7725 0.7725 0.7775 0.7775 0.77 0.7725 0.7775 0.775 
81.065 0.7875 0.78 0.785 0.78 0.7875 0.7875 0.7775 0.785 0.7825 0.785 
82.066 0.795 0.795 0.795 0.795 0.795 0.795 0.7925 0.8 0.7975 0.795 
83.066 0.805 0.8 0.8 0.805 0.805 0.8025 0.8 0.8025 0.8025 0.8 
84.068 0.8075 0.8175 0.81 0.81 0.8175 0.815 0.8125 0.815 0.8125 0.815 
85.069 0.8225 0.825 0.8275 0.8275 0.83 0.8275 0.8225 0.8225 0.8225 0.825 
86.07 0.8325 0.8325 0.8325 0.8325 0.84 0.8375 0.8375 0.835 0.8375 0.8325 
87.071 0.8425 0.845 0.84 0.845 0.85 0.845 0.8425 0.85 0.8475 0.845 
88.071 0.8575 0.8525 0.8575 0.855 0.8575 0.855 0.855 0.855 0.8575 0.8525 
89.072 0.86 0.86 0.8625 0.865 0.8725 0.865 0.8625 0.86 0.865 0.86 
90.073 0.8775 0.8775 0.875 0.875 0.885 0.875 0.8775 0.8725 0.88 0.8775 
91.073 0.8875 0.885 0.885 0.89 0.8925 0.8875 0.89 0.885 0.885 0.8825 
92.074 0.8925 0.895 0.8925 0.895 0.895 0.8975 0.895 0.8925 0.8925 0.89 
93.074 0.9025 0.9025 0.9 0.91 0.9125 0.905 0.9025 0.905 0.9025 0.9025 
94.075 0.91 0.915 0.9125 0.9175 0.915 0.9125 0.91 0.9125 0.9175 0.905 
95.076 0.9275 0.925 0.9225 0.9275 0.92 0.9175 0.9225 0.92 0.92 0.925 
96.077 0.9375 0.9375 0.93 0.935 0.9325 0.9325 0.935 0.9325 0.935 0.9325 
97.078 0.945 0.95 0.9425 0.9425 0.9425 0.9475 0.9425 0.94 0.945 0.94 
98.079 0.95 0.955 0.9525 0.96 0.95 0.9525 0.955 0.95 0.955 0.955 
99.08 0.9625 0.965 0.96 0.965 0.96 0.9625 0.9625 0.9625 0.96 0.9625 
100.08 0.9825 0.975 0.9725 0.9725 0.975 0.975 0.975 0.975 0.9725 0.9725 
101.081 0.9875 0.985 0.9775 0.98 0.9825 0.98 0.9825 0.985 0.9825 0.9825 
102.081 0.9975 0.995 0.995 0.9975 0.9925 0.995 0.9975 0.9975 0.995 0.995 
103.082 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 
104.083 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 
105.083 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 
