time Optional[local:l-0] Optional[local:l-1] Optional[local:l-2] Optional[local:l-3] Optional[local:l-4] Optional[local:l-5] Optional[local:l-6] Optional[local:l-7] Optional[local:l-8] Optional[local:l-9] 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
1.322 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.005 0.0 
2.349 0.005 0.005 0.0 0.01 0.005 0.01 0.005 0.0 0.005 0.005 
3.374 0.005 0.005 0.01 0.01 0.015 0.01 0.005 0.02 0.005 0.005 
4.374 0.025 0.025 0.03 0.03 0.035 0.02 0.025 0.035 0.025 0.03 
5.432 0.055 0.045 0.045 0.05 0.055 0.055 0.05 0.055 0.05 0.06 
6.433 0.07 0.065 0.06 0.06 0.065 0.085 0.06 0.065 0.07 0.075 
7.613 0.105 0.115 0.1 0.1 0.11 0.12 0.105 0.11 0.1 0.11 
8.615 0.125 0.115 0.11 0.105 0.125 0.125 0.105 0.13 0.12 0.115 
9.689 0.165 0.155 0.155 0.15 0.155 0.165 0.15 0.16 0.16 0.15 
10.69 0.185 0.18 0.18 0.175 0.175 0.175 0.175 0.185 0.19 0.175 
11.691 0.2 0.205 0.195 0.19 0.2 0.195 0.19 0.2 0.2 0.195 
12.692 0.235 0.235 0.235 0.225 0.23 0.225 0.225 0.245 0.235 0.22 
13.694 0.255 0.25 0.25 0.245 0.25 0.26 0.255 0.26 0.255 0.255 
14.695 0.29 0.29 0.295 0.28 0.275 0.275 0.285 0.295 0.285 0.275 
15.696 0.315 0.31 0.32 0.315 0.31 0.315 0.31 0.32 0.31 0.305 
16.698 0.345 0.34 0.345 0.335 0.335 0.34 0.325 0.345 0.335 0.325 
17.699 0.365 0.375 0.375 0.36 0.37 0.36 0.36 0.365 0.37 0.355 
18.703 0.39 0.39 0.395 0.385 0.39 0.385 0.39 0.385 0.385 0.38 
19.704 0.415 0.41 0.415 0.4 0.42 0.4 0.415 0.41 0.405 0.41 
20.705 0.445 0.43 0.45 0.445 0.445 0.44 0.44 0.43 0.445 0.445 
21.705 0.465 0.455 0.465 0.455 0.46 0.455 0.46 0.45 0.46 0.455 
22.706 0.495 0.49 0.5 0.495 0.49 0.495 0.495 0.495 0.485 0.495 
23.707 0.515 0.51 0.51 0.52 0.505 0.505 0.505 0.505 0.51 0.51 
24.708 0.545 0.545 0.55 0.54 0.55 0.54 0.55 0.54 0.54 0.55 
25.708 0.56 0.56 0.565 0.565 0.56 0.565 0.565 0.56 0.56 0.56 
26.709 0.59 0.59 0.59 0.575 0.58 0.585 0.595 0.585 0.585 0.575 
27.71 0.615 0.615 0.61 0.62 0.62 0.615 0.62 0.625 0.615 0.615 
28.71 0.64 0.635 0.645 0.635 0.64 0.635 0.64 0.635 0.645 0.635 
29.71 0.67 0.665 0.66 0.67 0.665 0.665 0.67 0.675 0.675 0.66 
30.711 0.69 0.69 0.7 0.7 0.69 0.68 0.695 0.695 0.7 0.705 
31.711 0.715 0.715 0.715 0.725 0.71 0.71 0.715 0.715 0.72 0.73 
32.712 0.75 0.745 0.745 0.75 0.745 0.74 0.75 0.74 0.75 0.755 
33.713 0.76 0.77 0.78 0.77 0.765 0.765 0.76 0.765 0.765 0.765 
34.714 0.78 0.79 0.81 0.785 0.795 0.795 0.79 0.79 0.8 0.79 
35.715 0.805 0.82 0.815 0.82 0.81 0.815 0.81 0.815 0.82 0.81 
36.715 0.845 0.84 0.85 0.84 0.83 0.84 0.83 0.835 0.845 0.825 
37.715 0.865 0.865 0.86 0.86 0.865 0.87 0.86 0.88 0.865 0.86 
38.715 0.9 0.89 0.885 0.89 0.88 0.9 0.895 0.89 0.89 0.885 
39.716 0.91 0.905 0.905 0.91 0.9 0.915 0.915 0.915 0.92 0.905 
40.716 0.95 0.935 0.935 0.95 0.93 0.945 0.955 0.94 0.935 0.94 
41.717 0.965 0.945 0.955 0.955 0.945 0.95 0.96 0.96 0.965 0.965 
42.718 0.995 0.99 0.99 1.0 0.995 0.99 0.99 1.0 1.0 0.995 
43.719 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 
44.72 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 
45.72 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 
