time                          Optional[local:l-0]           Optional[local:l-1]           Optional[local:l-2]           Optional[local:l-3]           Optional[local:l-4]           Optional[local:l-5]           Optional[local:l-6]           Optional[local:l-7]           Optional[local:l-8]           Optional[local:l-9]           
0.0                           1000.0                        1000.0                        632.0                         428.0                         664.0                         632.0                         464.0                         300.0                         200.0                         200.0                         
1.001                         1528.0                        1296.0                        1496.0                        1600.0                        1396.0                        1532.0                        1592.0                        1564.0                        1660.0                        1496.0                        
2.001                         2760.0                        2660.0                        2564.0                        2392.0                        2528.0                        2432.0                        2592.0                        2296.0                        2464.0                        2428.0                        
3.003                         3660.0                        3364.0                        3492.0                        3564.0                        3396.0                        3696.0                        3560.0                        3500.0                        3264.0                        3328.0                        
4.003                         4496.0                        4396.0                        4328.0                        4396.0                        4396.0                        4432.0                        4228.0                        4560.0                        4560.0                        4496.0                        
5.004                         5324.0                        5556.0                        5652.0                        5324.0                        5388.0                        5420.0                        5324.0                        5264.0                        5328.0                        5296.0                        
6.006                         6200.0                        6128.0                        6160.0                        6100.0                        6160.0                        6132.0                        6360.0                        6296.0                        6360.0                        6360.0                        
7.007                         7360.0                        7420.0                        7356.0                        7264.0                        7292.0                        7160.0                        7264.0                        7192.0                        7128.0                        7092.0                        
8.008                         8428.0                        8484.0                        8256.0                        8328.0                        8420.0                        8360.0                        8392.0                        8088.0                        8164.0                        8320.0                        
9.008                         9364.0                        9528.0                        9264.0                        9428.0                        9524.0                        9428.0                        9492.0                        9460.0                        9432.0                        9432.0                        
10.01                         10000.0                       10000.0                       9864.0                        10000.0                       10000.0                       9964.0                        10000.0                       9964.0                        10000.0                       10000.0                       
11.011                        10000.0                       10000.0                       10000.0                       10000.0                       10000.0                       10000.0                       10000.0                       10000.0                       10000.0                       10000.0                       
12.012                        10000.0                       10000.0                       10000.0                       10000.0                       10000.0                       10000.0                       10000.0                       10000.0                       10000.0                       10000.0                       
13.012                        10000.0                       10000.0                       10000.0                       10000.0                       10000.0                       10000.0                       10000.0                       10000.0                       10000.0                       10000.0                       
