time                          Optional[local:s-0]           Optional[local:l-0]           Optional[local:l-1]           Optional[local:l-2]           Optional[local:l-3]           Optional[local:l-4]           Optional[local:l-5]           Optional[local:l-6]           Optional[local:l-7]           Optional[local:l-8]           Optional[local:l-9]           
0.0                           1000.0                        632.0                         432.0                         300.0                         400.0                         500.0                         432.0                         428.0                         300.0                         496.0                         500.0                         
1.003                         2000.0                        1532.0                        1432.0                        1300.0                        1400.0                        1256.0                        1292.0                        1292.0                        1200.0                        1256.0                        1200.0                        
2.003                         3000.0                        2532.0                        2424.0                        2264.0                        2200.0                        2100.0                        2252.0                        2300.0                        1856.0                        2288.0                        1900.0                        
3.005                         4000.0                        3132.0                        3428.0                        3300.0                        2896.0                        2900.0                        3196.0                        3300.0                        2800.0                        3288.0                        2584.0                        
4.005                         5000.0                        3732.0                        4428.0                        4300.0                        3900.0                        3500.0                        4192.0                        4296.0                        3264.0                        4088.0                        3588.0                        
5.006                         6000.0                        4332.0                        5424.0                        5284.0                        4900.0                        4188.0                        5188.0                        5288.0                        3952.0                        4988.0                        4332.0                        
6.008                         6976.0                        5028.0                        6200.0                        6300.0                        5856.0                        4600.0                        6200.0                        6296.0                        4300.0                        5300.0                        5200.0                        
7.009                         7976.0                        6024.0                        7000.0                        7300.0                        6848.0                        5400.0                        7100.0                        7280.0                        5400.0                        6100.0                        6100.0                        
8.01                          8980.0                        7044.0                        8100.0                        8100.0                        7844.0                        6400.0                        8000.0                        8260.0                        6100.0                        7324.0                        7088.0                        
9.01                          10000.0                       8048.0                        9000.0                        9088.0                        8900.0                        7392.0                        9100.0                        9300.0                        7100.0                        8324.0                        8100.0                        
10.012                        10000.0                       8400.0                        10092.0                       9600.0                        9400.0                        8300.0                        9200.0                        9400.0                        7100.0                        9200.0                        9100.0                        
11.013                        10000.0                       8400.0                        10200.0                       9600.0                        9400.0                        8300.0                        9200.0                        9400.0                        7100.0                        9200.0                        9200.0                        
12.014                        10000.0                       8400.0                        10200.0                       9600.0                        9400.0                        8300.0                        9200.0                        9400.0                        7100.0                        9200.0                        9200.0                        
13.014                        10000.0                       8400.0                        10200.0                       9600.0                        9400.0                        8300.0                        9200.0                        9400.0                        7100.0                        9200.0                        9200.0                        
