time                          Optional[local:s-0]           Optional[local:l-0]           Optional[local:l-1]           Optional[local:l-2]           Optional[local:l-3]           Optional[local:l-4]           Optional[local:l-5]           Optional[local:l-6]           Optional[local:l-7]           Optional[local:l-8]           Optional[local:l-9]           
0.0                           412.0                         282.0                         207.0                         145.0                         195.0                         245.0                         212.0                         210.0                         147.0                         244.0                         248.0                         
1.004                         996.0                         896.0                         996.0                         996.0                         996.0                         752.0                         856.0                         860.0                         896.0                         756.0                         697.0                         
2.004                         1000.0                        1000.0                        992.0                         964.0                         800.0                         844.0                         960.0                         1008.0                        656.0                         1032.0                        700.0                         
3.005                         999.0                         599.0                         1002.0                        1034.0                        695.0                         799.0                         943.0                         999.0                         942.0                         998.0                         682.0                         
4.006                         999.0                         599.0                         999.0                         999.0                         1002.0                        599.0                         995.0                         995.0                         464.0                         800.0                         1004.0                        
5.007                         999.0                         599.0                         995.0                         983.0                         999.0                         687.0                         995.0                         991.0                         687.0                         899.0                         743.0                         
6.009                         974.0                         694.0                         774.0                         1013.0                        954.0                         411.0                         1009.0                        1005.0                        347.0                         311.0                         866.0                         
7.01                          999.0                         995.0                         799.0                         999.0                         991.0                         799.0                         899.0                         983.0                         1098.0                        799.0                         899.0                         
8.011                         1002.0                        1018.0                        1098.0                        799.0                         995.0                         999.0                         899.0                         979.0                         699.0                         1222.0                        987.0                         
9.011                         1020.0                        1004.0                        900.0                         988.0                         1056.0                        992.0                         1100.0                        1040.0                        1000.0                        1000.0                        1012.0                        
10.013                        0.0                           351.0                         1089.0                        510.0                         499.0                         906.0                         99.0                          99.0                          0.0                           874.0                         998.0                         
11.014                        0.0                           0.0                           107.0                         0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           99.0                          
12.015                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
13.015                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
