time                          Optional[local:l-0]           Optional[local:l-1]           Optional[local:l-2]           Optional[local:l-3]           Optional[local:l-4]           Optional[local:l-5]           Optional[local:l-6]           Optional[local:l-7]           Optional[local:l-8]           Optional[local:l-9]           
0.0                           0.07                          0.06                          0.03                          0.01                          0.01                          0.07                          0.08                          0.08                          0.09                          0.07                          
1.008                         0.12                          0.13                          0.14                          0.12                          0.14                          0.18                          0.13                          0.14                          0.14                          0.13                          
2.01                          0.2                           0.21                          0.21                          0.2                           0.21                          0.22                          0.2                           0.21                          0.2                           0.19                          
3.011                         0.32                          0.31                          0.3                           0.29                          0.3                           0.31                          0.31                          0.29                          0.3                           0.29                          
4.012                         0.37                          0.4                           0.4                           0.41                          0.41                          0.42                          0.41                          0.4                           0.41                          0.41                          
5.012                         0.53                          0.52                          0.52                          0.52                          0.51                          0.52                          0.52                          0.51                          0.51                          0.51                          
6.014                         0.61                          0.6                           0.61                          0.6                           0.61                          0.63                          0.61                          0.61                          0.62                          0.61                          
7.014                         0.7                           0.69                          0.72                          0.71                          0.7                           0.71                          0.69                          0.7                           0.71                          0.71                          
8.015                         0.81                          0.8                           0.82                          0.82                          0.8                           0.82                          0.79                          0.79                          0.82                          0.8                           
9.017                         0.92                          0.9                           0.94                          0.93                          0.92                          0.94                          0.92                          0.92                          0.93                          0.94                          
10.017                        1.0                           1.0                           1.0                           1.0                           0.99                          0.99                          0.99                          0.99                          0.99                          0.99                          
11.018                        1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           
12.019                        1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           
13.02                         1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           
