Time Mean Min Max StDev ConfidenceInterval
0 9373.0 9373.0 9373.0 0 0
1 11315.0 11315.0 11315.0 0 0
2 9448.0 9448.0 9448.0 0 0
3 9955.0 9955.0 9955.0 0 0
4 9502.0 9502.0 9502.0 0 0
5 9870.0 9870.0 9870.0 0 0
6 9900.0 9900.0 9900.0 0 0
7 9605.0 9605.0 9605.0 0 0
8 9945.0 9945.0 9945.0 0 0
9 9605.0 9605.0 9605.0 0 0
10 9930.0 9930.0 9930.0 0 0
11 9621.0 9621.0 9621.0 0 0
12 9621.0 9621.0 9621.0 0 0
13 10254.0 10254.0 10254.0 0 0
14 9655.0 9655.0 9655.0 0 0
15 9895.0 9895.0 9895.0 0 0
16 10229.0 10229.0 10229.0 0 0
17 9955.0 9955.0 9955.0 0 0
18 9630.0 9630.0 9630.0 0 0
19 10229.0 10229.0 10229.0 0 0
20 9630.0 9630.0 9630.0 0 0
21 10543.0 10543.0 10543.0 0 0
22 9980.0 9980.0 9980.0 0 0
23 10289.0 10289.0 10289.0 0 0
24 9655.0 9655.0 9655.0 0 0
25 9980.0 9980.0 9980.0 0 0
26 9655.0 9655.0 9655.0 0 0
27 9965.0 9965.0 9965.0 0 0
28 9655.0 9655.0 9655.0 0 0
29 9980.0 9980.0 9980.0 0 0
30 9980.0 9980.0 9980.0 0 0
31 9980.0 9980.0 9980.0 0 0
32 10279.0 10279.0 10279.0 0 0
33 9980.0 9980.0 9980.0 0 0
34 10603.0 10603.0 10603.0 0 0
35 9980.0 9980.0 9980.0 0 0
36 10603.0 10603.0 10603.0 0 0
37 9970.0 9970.0 9970.0 0 0
38 9980.0 9980.0 9980.0 0 0
39 10279.0 10279.0 10279.0 0 0
40 9980.0 9980.0 9980.0 0 0
41 9655.0 9655.0 9655.0 0 0
42 10289.0 10289.0 10289.0 0 0
43 9980.0 9980.0 9980.0 0 0
44 9980.0 9980.0 9980.0 0 0
45 9630.0 9630.0 9630.0 0 0
46 9980.0 9980.0 9980.0 0 0
47 9980.0 9980.0 9980.0 0 0
48 9665.0 9665.0 9665.0 0 0
49 9980.0 9980.0 9980.0 0 0
50 10603.0 10603.0 10603.0 0 0
51 11781.0 11781.0 11781.0 0 0
52 10603.0 10603.0 10603.0 0 0
53 9980.0 9980.0 9980.0 0 0
54 9990.0 9990.0 9990.0 0 0
55 9970.0 9970.0 9970.0 0 0
56 9990.0 9990.0 9990.0 0 0
57 9980.0 9980.0 9980.0 0 0
58 9980.0 9980.0 9980.0 0 0
59 9990.0 9990.0 9990.0 0 0
60 9980.0 9980.0 9980.0 0 0
61 9980.0 9980.0 9980.0 0 0
62 9990.0 9990.0 9990.0 0 0
63 9980.0 9980.0 9980.0 0 0
64 9990.0 9990.0 9990.0 0 0
65 9980.0 9980.0 9980.0 0 0
66 9665.0 9665.0 9665.0 0 0
67 9980.0 9980.0 9980.0 0 0
68 9980.0 9980.0 9980.0 0 0
69 10603.0 10603.0 10603.0 0 0
70 9990.0 9990.0 9990.0 0 0
71 9990.0 9990.0 9990.0 0 0
72 9980.0 9980.0 9980.0 0 0
73 9990.0 9990.0 9990.0 0 0
74 9655.0 9655.0 9655.0 0 0
75 9990.0 9990.0 9990.0 0 0
76 9990.0 9990.0 9990.0 0 0
77 9980.0 9980.0 9980.0 0 0
78 9990.0 9990.0 9990.0 0 0
79 9980.0 9980.0 9980.0 0 0
80 9990.0 9990.0 9990.0 0 0
81 9980.0 9980.0 9980.0 0 0
82 9990.0 9990.0 9990.0 0 0
83 9980.0 9980.0 9980.0 0 0
84 9980.0 9980.0 9980.0 0 0
85 9980.0 9980.0 9980.0 0 0
86 9990.0 9990.0 9990.0 0 0
87 9980.0 9980.0 9980.0 0 0
88 9980.0 9980.0 9980.0 0 0
89 9980.0 9980.0 9980.0 0 0
90 9980.0 9980.0 9980.0 0 0
91 9990.0 9990.0 9990.0 0 0
92 9980.0 9980.0 9980.0 0 0
93 9980.0 9980.0 9980.0 0 0
94 9990.0 9990.0 9990.0 0 0
95 9980.0 9980.0 9980.0 0 0
96 9990.0 9990.0 9990.0 0 0
97 9970.0 9970.0 9970.0 0 0
98 9980.0 9980.0 9980.0 0 0
99 9990.0 9990.0 9990.0 0 0
100 9980.0 9980.0 9980.0 0 0
101 9990.0 9990.0 9990.0 0 0
102 9990.0 9990.0 9990.0 0 0
103 9980.0 9980.0 9980.0 0 0
104 9990.0 9990.0 9990.0 0 0
105 9980.0 9980.0 9980.0 0 0
106 9990.0 9990.0 9990.0 0 0
107 9980.0 9980.0 9980.0 0 0
108 9980.0 9980.0 9980.0 0 0
109 9990.0 9990.0 9990.0 0 0
110 9980.0 9980.0 9980.0 0 0
111 9980.0 9980.0 9980.0 0 0
112 9990.0 9990.0 9990.0 0 0
113 9990.0 9990.0 9990.0 0 0
114 9980.0 9980.0 9980.0 0 0
115 9980.0 9980.0 9980.0 0 0
116 9990.0 9990.0 9990.0 0 0
117 9980.0 9980.0 9980.0 0 0
118 9990.0 9990.0 9990.0 0 0
119 9980.0 9980.0 9980.0 0 0
120 9990.0 9990.0 9990.0 0 0
121 9980.0 9980.0 9980.0 0 0
122 9980.0 9980.0 9980.0 0 0
123 9990.0 9990.0 9990.0 0 0
124 9980.0 9980.0 9980.0 0 0
125 9990.0 9990.0 9990.0 0 0
126 9980.0 9980.0 9980.0 0 0
127 9990.0 9990.0 9990.0 0 0
128 9980.0 9980.0 9980.0 0 0
129 9990.0 9990.0 9990.0 0 0
130 9980.0 9980.0 9980.0 0 0
131 9990.0 9990.0 9990.0 0 0
132 9980.0 9980.0 9980.0 0 0
133 9980.0 9980.0 9980.0 0 0
134 9990.0 9990.0 9990.0 0 0
135 9990.0 9990.0 9990.0 0 0
136 9980.0 9980.0 9980.0 0 0
137 9980.0 9980.0 9980.0 0 0
138 9990.0 9990.0 9990.0 0 0
139 9990.0 9990.0 9990.0 0 0
140 9980.0 9980.0 9980.0 0 0
141 9980.0 9980.0 9980.0 0 0
142 9990.0 9990.0 9990.0 0 0
143 9980.0 9980.0 9980.0 0 0
144 9980.0 9980.0 9980.0 0 0
145 9990.0 9990.0 9990.0 0 0
146 9990.0 9990.0 9990.0 0 0
147 9980.0 9980.0 9980.0 0 0
148 9990.0 9990.0 9990.0 0 0
149 9980.0 9980.0 9980.0 0 0
150 9980.0 9980.0 9980.0 0 0
151 9990.0 9990.0 9990.0 0 0
152 10593.0 10593.0 10593.0 0 0
153 9980.0 9980.0 9980.0 0 0
154 9980.0 9980.0 9980.0 0 0
155 9980.0 9980.0 9980.0 0 0
156 9980.0 9980.0 9980.0 0 0
157 9980.0 9980.0 9980.0 0 0
158 9980.0 9980.0 9980.0 0 0
159 9980.0 9980.0 9980.0 0 0
160 9980.0 9980.0 9980.0 0 0
161 9980.0 9980.0 9980.0 0 0
162 9980.0 9980.0 9980.0 0 0
163 9980.0 9980.0 9980.0 0 0
164 9990.0 9990.0 9990.0 0 0
165 9980.0 9980.0 9980.0 0 0
166 9980.0 9980.0 9980.0 0 0
167 9980.0 9980.0 9980.0 0 0
168 9990.0 9990.0 9990.0 0 0
169 9980.0 9980.0 9980.0 0 0
170 9980.0 9980.0 9980.0 0 0
171 9990.0 9990.0 9990.0 0 0
172 9980.0 9980.0 9980.0 0 0
