time Optional[local:sl-0] Optional[local:sl-1] Optional[local:sl-2] Optional[local:sl-3] Optional[local:sl-4] Optional[local:sl-5] Optional[local:sl-6] Optional[local:sl-7] Optional[local:sl-8] Optional[local:sl-9] 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
1.007 0.35 0.25 0.35 0.3 0.3 0.225 0.3 0.225 0.25 0.325 
2.018 0.8 0.775 0.8 0.825 0.825 0.9 0.825 0.875 0.85 0.85 
3.019 1.325 1.35 1.35 1.375 1.35 1.3 1.325 1.3 1.3 1.325 
4.021 1.85 1.9 1.9 1.85 1.85 1.85 1.9 1.9 1.85 1.85 
5.022 2.3 2.375 2.325 2.35 2.375 2.425 2.4 2.35 2.3 2.35 
6.023 2.85 2.875 2.875 2.875 2.875 2.85 2.8 2.9 2.85 2.875 
7.025 3.3 3.35 3.35 3.4 3.375 3.275 3.425 3.35 3.4 3.375 
8.026 3.85 3.825 3.875 3.85 3.85 3.9 3.825 3.85 3.8 3.85 
9.027 4.35 4.35 4.35 4.375 4.4 4.4 4.4 4.4 4.375 4.325 
10.029 4.825 4.85 4.925 4.85 4.875 4.85 4.8 4.85 4.9 4.9 
11.032 5.375 5.375 5.325 5.325 5.4 5.4 5.4 5.325 5.3 5.375 
12.032 5.775 5.825 5.75 5.875 5.85 5.9 5.875 5.875 5.825 5.875 
13.045 6.2 6.35 6.325 6.35 6.325 6.3 6.325 6.3 6.325 6.35 
14.045 6.825 6.8 6.85 6.85 6.825 6.8 6.75 6.8 6.825 6.9 
15.046 7.3 7.35 7.35 7.325 7.35 7.3 7.4 7.3 7.4 7.375 
16.048 7.875 7.9 7.925 7.925 7.875 7.825 7.825 7.875 7.825 7.875 
17.049 8.375 8.375 8.4 8.375 8.425 8.325 8.375 8.3 8.4 8.4 
18.049 8.875 8.925 8.95 8.875 8.85 8.875 8.875 8.875 8.825 8.85 
19.049 9.425 9.4 9.425 9.35 9.325 9.4 9.3 9.325 9.4 9.35 
20.05 9.825 9.8 9.85 9.85 9.875 9.825 9.875 9.875 9.85 9.85 
21.05 10.4 10.425 10.425 10.4 10.325 10.275 10.3 10.3 10.325 10.325 
22.051 10.825 10.875 10.9 10.825 10.875 10.825 10.875 10.875 10.875 10.85 
23.051 11.375 11.375 11.325 11.375 11.35 11.4 11.35 11.35 11.375 11.35 
24.052 11.85 11.875 11.925 11.85 11.825 11.825 11.875 11.85 11.825 11.825 
25.052 12.25 12.35 12.4 12.325 12.325 12.375 12.35 12.4 12.4 12.4 
26.053 12.875 12.85 12.9 12.85 12.85 12.825 12.825 12.875 12.875 12.85 
27.053 13.4 13.35 13.375 13.375 13.425 13.4 13.4 13.35 13.325 13.4 
28.054 13.8 13.925 13.875 13.925 13.825 13.85 13.85 13.825 13.85 13.875 
29.054 14.4 14.4 14.375 14.35 14.325 14.375 14.425 14.325 14.4 14.35 
30.055 14.85 14.875 14.875 14.875 14.875 14.9 14.825 14.85 14.875 14.85 
31.056 15.375 15.4 15.425 15.375 15.375 15.375 15.35 15.225 15.325 15.3 
32.056 15.85 15.9 15.825 15.85 15.85 15.825 15.875 15.85 15.85 15.9 
33.057 16.4 16.35 16.4 16.325 16.35 16.4 16.325 16.3 16.35 16.325 
34.057 16.875 16.875 16.825 16.825 16.825 16.825 16.8 16.8 16.825 16.85 
35.057 17.3 17.275 17.35 17.325 17.3 17.325 17.325 17.4 17.4 17.35 
36.058 17.8 17.825 17.825 17.9 17.8 17.825 17.8 17.85 17.825 17.775 
37.058 18.325 18.35 18.375 18.35 18.325 18.375 18.325 18.325 18.325 18.325 
38.058 18.825 18.825 18.825 18.85 18.875 18.825 18.85 18.8 18.8 18.8 
39.059 19.375 19.325 19.35 19.35 19.325 19.35 19.4 19.3 19.35 19.25 
40.06 19.725 19.825 19.825 19.8 19.825 19.85 19.825 19.85 19.825 19.8 
41.061 20.0 20.0 20.0 20.0 20.0 20.0 20.0 20.0 20.0 20.0 
42.062 20.0 20.0 20.0 20.0 20.0 20.0 20.0 20.0 20.0 20.0 
43.062 20.0 20.0 20.0 20.0 20.0 20.0 20.0 20.0 20.0 20.0 
