time Optional[local:ss-0] 
0.0 0.0 
1.004 950.0 
2.015 2050.0 
3.016 3050.0 
4.018 4050.0 
5.018 5050.0 
6.019 6050.0 
7.021 7050.0 
8.022 8050.0 
9.024 9050.0 
10.025 10050.0 
11.028 11050.0 
12.028 12050.0 
13.041 13050.0 
14.042 14050.0 
15.043 15050.0 
16.044 16050.0 
17.045 17050.0 
18.045 18050.0 
19.046 19050.0 
20.046 20050.0 
21.047 21050.0 
22.047 22050.0 
23.047 23050.0 
24.048 24050.0 
25.048 25050.0 
26.049 26050.0 
27.05 27050.0 
28.05 28050.0 
29.05 29050.0 
30.051 30050.0 
31.052 31050.0 
32.053 32050.0 
33.053 33050.0 
34.053 34000.0 
35.053 35050.0 
36.054 35800.0 
37.054 36800.0 
38.055 37800.0 
39.055 38800.0 
40.056 39800.0 
41.058 40000.0 
42.058 40000.0 
43.058 40000.0 
