time Optional[local:sl-0] Optional[local:sl-1] Optional[local:sl-2] Optional[local:sl-3] Optional[local:sl-4] Optional[local:sl-5] Optional[local:sl-6] Optional[local:sl-7] Optional[local:sl-8] Optional[local:sl-9] 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
1.003 697.0 498.0 697.0 598.0 598.0 448.0 598.0 448.0 498.0 648.0 
2.014 939.0 1038.0 890.0 1088.0 1038.0 1335.0 1038.0 1285.0 1186.0 1038.0 
3.015 999.0 1148.0 1098.0 1048.0 1048.0 798.0 998.0 848.0 898.0 948.0 
4.017 1047.0 1097.0 1097.0 948.0 998.0 1098.0 1148.0 1198.0 1098.0 1048.0 
5.018 899.0 949.0 849.0 999.0 1048.0 1148.0 999.0 899.0 899.0 999.0 
6.018 1100.0 1000.0 1100.0 1050.0 1000.0 850.0 800.0 1100.0 1100.0 1050.0 
7.02 898.0 948.0 948.0 1047.0 998.0 848.0 1247.0 898.0 1097.0 998.0 
8.021 1097.0 948.0 1047.0 898.0 948.0 1247.0 798.0 998.0 798.0 948.0 
9.023 999.0 1048.0 949.0 1048.0 1098.0 999.0 1148.0 1098.0 1148.0 949.0 
10.024 949.0 999.0 1148.0 949.0 949.0 899.0 799.0 899.0 1048.0 1148.0 
11.027 1096.0 1046.0 797.0 947.0 1046.0 1096.0 1196.0 947.0 797.0 947.0 
12.027 800.0 900.0 850.0 1100.0 900.0 1000.0 950.0 1086.0 1037.0 988.0 
13.04 839.0 1036.0 1135.0 937.0 937.0 789.0 888.0 849.0 999.0 949.0 
14.041 1248.0 899.0 1048.0 999.0 999.0 999.0 849.0 999.0 999.0 1098.0 
15.042 949.0 1098.0 999.0 949.0 1048.0 999.0 1298.0 999.0 1148.0 949.0 
16.043 1148.0 1098.0 1148.0 1198.0 1048.0 1048.0 849.0 1148.0 849.0 999.0 
17.044 999.0 949.0 949.0 899.0 1098.0 999.0 1098.0 849.0 1148.0 1048.0 
18.044 1000.0 1100.0 1100.0 1000.0 850.0 1100.0 1000.0 1150.0 850.0 900.0 
19.045 1098.0 949.0 949.0 949.0 949.0 1048.0 849.0 899.0 1148.0 999.0 
20.045 800.0 800.0 850.0 1000.0 1100.0 850.0 1150.0 1100.0 900.0 1000.0 
21.046 1148.0 1248.0 1148.0 1098.0 899.0 899.0 849.0 849.0 949.0 949.0 
22.046 850.0 900.0 950.0 850.0 1100.0 1100.0 1150.0 1150.0 1100.0 1050.0 
23.046 1100.0 1000.0 850.0 1100.0 950.0 1150.0 950.0 950.0 1000.0 1000.0 
24.047 949.0 999.0 1198.0 949.0 949.0 849.0 1048.0 999.0 899.0 949.0 
25.048 799.0 949.0 949.0 949.0 999.0 1098.0 949.0 1098.0 1148.0 1148.0 
26.048 1250.0 1000.0 1000.0 1050.0 1050.0 900.0 950.0 950.0 950.0 900.0 
27.049 1048.0 999.0 949.0 1048.0 1148.0 1148.0 1148.0 949.0 899.0 1098.0 
28.049 800.0 1150.0 1000.0 1100.0 800.0 900.0 900.0 950.0 1050.0 950.0 
29.049 1200.0 950.0 1000.0 850.0 1000.0 1050.0 1150.0 1000.0 1100.0 950.0 
30.05 899.0 949.0 999.0 1048.0 1098.0 1048.0 799.0 1048.0 949.0 999.0 
31.051 1048.0 1048.0 1098.0 999.0 999.0 949.0 1048.0 749.0 899.0 899.0 
32.052 949.0 999.0 799.0 949.0 949.0 899.0 1048.0 1248.0 1048.0 1198.0 
33.052 1100.0 900.0 1150.0 950.0 1000.0 1150.0 900.0 900.0 1000.0 850.0 
34.052 950.0 1050.0 850.0 1000.0 950.0 850.0 950.0 1000.0 950.0 1050.0 
35.052 850.0 800.0 1050.0 1000.0 950.0 1000.0 1050.0 1200.0 1148.0 999.0 
36.053 999.0 1098.0 949.0 1148.0 999.0 999.0 949.0 899.0 850.0 850.0 
37.053 1050.0 1050.0 1100.0 900.0 1050.0 1100.0 1050.0 950.0 1000.0 1100.0 
38.054 999.0 949.0 899.0 999.0 1098.0 899.0 1048.0 949.0 949.0 949.0 
39.054 1100.0 1000.0 1050.0 1000.0 900.0 1050.0 1100.0 1000.0 1100.0 900.0 
40.055 699.0 999.0 949.0 899.0 999.0 999.0 849.0 1098.0 949.0 1098.0 
41.057 548.0 349.0 349.0 399.0 349.0 299.0 349.0 299.0 349.0 399.0 
42.057 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
43.057 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
