time                          Optional[local:l-0]           Optional[local:l-1]           Optional[local:l-2]           Optional[local:l-3]           Optional[local:l-4]           Optional[local:l-5]           Optional[local:l-6]           Optional[local:l-7]           Optional[local:l-8]           Optional[local:l-9]           
0.0                           0.1                           0.1                           0.09                          0.08                          0.06                          0.08                          0.03                          0.04                          0.03                          0.03                          
1.004                         0.16                          0.15                          0.17                          0.13                          0.12                          0.14                          0.16                          0.12                          0.12                          0.16                          
2.006                         0.22                          0.23                          0.23                          0.21                          0.21                          0.2                           0.21                          0.2                           0.2                           0.21                          
3.007                         0.31                          0.32                          0.32                          0.29                          0.3                           0.31                          0.29                          0.28                          0.3                           0.3                           
4.007                         0.42                          0.41                          0.41                          0.4                           0.4                           0.4                           0.4                           0.41                          0.41                          0.4                           
5.008                         0.52                          0.52                          0.51                          0.51                          0.51                          0.51                          0.5                           0.51                          0.51                          0.5                           
6.009                         0.62                          0.62                          0.62                          0.61                          0.62                          0.62                          0.6                           0.61                          0.61                          0.6                           
7.009                         0.71                          0.72                          0.71                          0.71                          0.7                           0.7                           0.7                           0.71                          0.71                          0.71                          
8.009                         0.81                          0.82                          0.81                          0.82                          0.81                          0.8                           0.8                           0.8                           0.8                           0.81                          
9.01                          0.9                           0.91                          0.91                          0.91                          0.9                           0.93                          0.91                          0.91                          0.9                           0.91                          
10.01                         1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           
11.011                        1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           
12.012                        1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           
