time                          Optional[local:l-0]           Optional[local:l-1]           Optional[local:l-2]           Optional[local:l-3]           Optional[local:l-4]           Optional[local:l-5]           Optional[local:l-6]           Optional[local:l-7]           Optional[local:l-8]           Optional[local:l-9]           
0.0                           1000.0                        1000.0                        964.0                         928.0                         824.0                         928.0                         428.0                         496.0                         332.0                         300.0                         
1.001                         1600.0                        1500.0                        1700.0                        1332.0                        1232.0                        1400.0                        1664.0                        1392.0                        1296.0                        1632.0                        
2.002                         2328.0                        2396.0                        2428.0                        2100.0                        2100.0                        2224.0                        2324.0                        2096.0                        2256.0                        2228.0                        
3.003                         3324.0                        3328.0                        3264.0                        3124.0                        3096.0                        3356.0                        3188.0                        3056.0                        3352.0                        3256.0                        
4.004                         4264.0                        4228.0                        4196.0                        4128.0                        4064.0                        4128.0                        4096.0                        4292.0                        4196.0                        4064.0                        
5.004                         5264.0                        5296.0                        5228.0                        5196.0                        5164.0                        5164.0                        5160.0                        5260.0                        5228.0                        5096.0                        
6.005                         6264.0                        6360.0                        6200.0                        6196.0                        6296.0                        6424.0                        6128.0                        6324.0                        6260.0                        6160.0                        
7.005                         7324.0                        7392.0                        7164.0                        7292.0                        7288.0                        7288.0                        7192.0                        7260.0                        7228.0                        7164.0                        
8.006                         8260.0                        8328.0                        8260.0                        8360.0                        8356.0                        8192.0                        8224.0                        8224.0                        8256.0                        8196.0                        
9.006                         9416.0                        9420.0                        9452.0                        9388.0                        9416.0                        9620.0                        9324.0                        9516.0                        9256.0                        9452.0                        
10.006                        10000.0                       10000.0                       10000.0                       10000.0                       10000.0                       10000.0                       10000.0                       10000.0                       10000.0                       10000.0                       
11.007                        10000.0                       10000.0                       10000.0                       10000.0                       10000.0                       10000.0                       10000.0                       10000.0                       10000.0                       10000.0                       
12.008                        10000.0                       10000.0                       10000.0                       10000.0                       10000.0                       10000.0                       10000.0                       10000.0                       10000.0                       10000.0                       
