time Optional[local:ss-10000] 
0.0 0.0 
1.003 954.0 
2.005 1972.0 
3.005 2884.0 
4.007 3966.0 
5.008 4960.0 
6.01 5960.0 
7.011 6972.0 
8.012 7954.0 
9.013 8966.0 
10.014 9954.0 
11.015 10954.0 
12.016 11966.0 
13.017 12960.0 
14.017 13966.0 
15.018 14960.0 
16.019 15960.0 
17.02 16954.0 
18.021 17966.0 
19.021 18954.0 
20.023 19960.0 
21.024 20966.0 
22.025 21954.0 
23.026 22960.0 
24.028 23954.0 
25.03 24960.0 
26.03 25966.0 
27.03 26954.0 
28.031 27960.0 
29.032 28960.0 
30.033 29954.0 
31.034 30972.0 
32.034 31954.0 
33.035 32966.0 
34.036 33960.0 
35.037 34954.0 
36.037 35966.0 
37.038 36960.0 
38.039 37966.0 
39.039 38966.0 
40.041 39954.0 
41.041 40966.0 
42.041 41948.0 
43.042 42960.0 
44.043 43960.0 
45.043 44954.0 
46.044 45960.0 
47.045 46966.0 
48.045 47960.0 
49.046 48960.0 
50.047 49960.0 
51.048 50960.0 
52.048 51966.0 
53.049 52954.0 
54.049 53966.0 
55.05 54954.0 
56.05 55960.0 
57.051 56960.0 
58.051 57960.0 
59.051 58954.0 
60.052 59960.0 
61.053 60954.0 
62.053 61960.0 
63.054 62954.0 
64.055 63966.0 
65.055 64954.0 
66.055 65960.0 
67.056 66658.0 
68.056 67704.0 
69.056 68710.0 
70.057 69652.0 
71.057 70710.0 
72.057 71716.0 
73.059 72704.0 
74.059 73716.0 
75.061 74704.0 
76.062 75716.0 
77.062 76704.0 
78.063 77698.0 
79.064 78722.0 
80.065 79710.0 
81.066 80710.0 
82.066 81710.0 
83.068 82704.0 
84.068 83716.0 
85.069 84710.0 
86.07 85716.0 
87.071 86704.0 
88.071 87704.0 
89.073 88722.0 
90.074 89698.0 
91.076 90716.0 
92.076 91704.0 
93.076 92710.0 
94.076 93716.0 
95.077 94710.0 
96.078 95716.0 
97.078 96704.0 
98.078 97710.0 
99.08 98716.0 
100.08 99698.0 
101.081 100000.0 
102.081 100000.0 
103.081 100000.0 
104.083 100000.0 
105.084 100000.0 
106.085 100000.0 
