time Optional[local:ss-0] 
0.0 0.0 
1.003 1000.0 
2.007 2000.0 
3.01 3000.0 
4.012 4000.0 
5.013 5000.0 
6.013 6000.0 
7.014 7000.0 
8.015 8000.0 
9.016 9000.0 
10.017 10000.0 
11.018 11000.0 
12.018 12000.0 
13.018 13000.0 
14.019 14000.0 
15.021 15000.0 
16.024 16000.0 
17.024 17000.0 
18.025 18000.0 
19.025 19000.0 
20.026 20000.0 
21.026 21000.0 
22.028 22000.0 
23.028 23000.0 
24.029 24000.0 
25.029 25000.0 
26.03 26000.0 
27.03 27000.0 
28.031 28000.0 
29.031 29000.0 
30.033 30000.0 
31.034 31000.0 
32.034 32000.0 
33.035 33000.0 
34.037 34000.0 
35.037 35000.0 
36.037 36000.0 
37.039 37000.0 
38.04 38000.0 
39.041 39000.0 
40.042 40000.0 
41.042 40000.0 
42.043 40000.0 
43.043 40000.0 
