time Optional[local:sl-0] Optional[local:sl-1] Optional[local:sl-2] Optional[local:sl-3] Optional[local:sl-4] Optional[local:sl-5] Optional[local:sl-6] Optional[local:sl-7] Optional[local:sl-8] Optional[local:sl-9] 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
1.002 650.0 950.0 850.0 850.0 850.0 750.0 850.0 700.0 750.0 800.0 
2.007 1650.0 1650.0 1800.0 1700.0 1750.0 1650.0 1750.0 1800.0 1850.0 1700.0 
3.009 2850.0 2850.0 2750.0 2750.0 2750.0 2800.0 2800.0 2750.0 2850.0 2600.0 
4.011 3800.0 3700.0 3700.0 3800.0 3700.0 3750.0 3750.0 3700.0 3600.0 3650.0 
5.012 4750.0 4700.0 4650.0 4750.0 4700.0 4750.0 4800.0 4850.0 4700.0 4800.0 
6.012 5850.0 5800.0 5800.0 5800.0 5750.0 5800.0 5800.0 5700.0 5650.0 5750.0 
7.013 6750.0 6750.0 6650.0 6800.0 6600.0 6700.0 6650.0 6750.0 6750.0 6750.0 
8.014 7850.0 7850.0 7800.0 7800.0 7750.0 7800.0 7750.0 7700.0 7650.0 7700.0 
9.015 8900.0 8750.0 8750.0 8800.0 8800.0 8750.0 8750.0 8600.0 8700.0 8750.0 
10.016 9850.0 9700.0 9750.0 9800.0 9750.0 9750.0 9700.0 9800.0 9900.0 9650.0 
11.017 10850.0 10850.0 10850.0 10800.0 10700.0 10850.0 10750.0 10800.0 10800.0 10650.0 
12.017 11800.0 11750.0 11750.0 11850.0 11750.0 11750.0 11800.0 11750.0 11700.0 11750.0 
13.017 12800.0 12750.0 12800.0 12750.0 12800.0 12700.0 12850.0 12750.0 12650.0 12750.0 
14.018 13800.0 13850.0 13850.0 13700.0 13600.0 13800.0 13650.0 13650.0 13700.0 13750.0 
15.021 14700.0 14700.0 14700.0 14850.0 14800.0 14900.0 14800.0 14900.0 14800.0 14800.0 
16.023 15850.0 15850.0 15750.0 15850.0 15900.0 15950.0 15750.0 15850.0 15750.0 15800.0 
17.023 16750.0 16750.0 16700.0 16750.0 16900.0 16850.0 16750.0 16850.0 16750.0 16750.0 
18.024 17750.0 17700.0 17750.0 17800.0 17650.0 17550.0 17650.0 17650.0 17700.0 17650.0 
19.024 18850.0 18800.0 18800.0 18800.0 18850.0 18900.0 18800.0 18650.0 18800.0 18750.0 
20.025 19800.0 19750.0 19650.0 19800.0 19800.0 19700.0 19700.0 19750.0 19800.0 19750.0 
21.025 20750.0 20850.0 20700.0 20750.0 20800.0 20750.0 20800.0 20750.0 20750.0 20650.0 
22.027 21800.0 21700.0 21750.0 21700.0 21700.0 21700.0 21900.0 21700.0 21850.0 21800.0 
23.027 22700.0 22800.0 22750.0 22700.0 22750.0 22750.0 22900.0 22800.0 22800.0 22800.0 
24.028 23800.0 23750.0 23850.0 23750.0 23750.0 23650.0 23800.0 23700.0 23600.0 23700.0 
25.028 24750.0 24700.0 24750.0 24800.0 24750.0 24750.0 24800.0 24750.0 24700.0 24800.0 
26.029 25700.0 25850.0 25850.0 25800.0 25700.0 25750.0 25800.0 25850.0 25750.0 25700.0 
27.029 26650.0 26900.0 26800.0 26700.0 26700.0 26750.0 26750.0 26800.0 26750.0 26750.0 
28.03 27750.0 27700.0 27650.0 27800.0 27750.0 27700.0 27850.0 27700.0 27800.0 27750.0 
29.03 28750.0 28750.0 28750.0 28650.0 28700.0 28700.0 28650.0 28750.0 28650.0 28650.0 
30.032 29600.0 29750.0 29700.0 29700.0 29700.0 29750.0 29750.0 29800.0 29850.0 29750.0 
31.033 30850.0 30750.0 30700.0 30700.0 30750.0 30700.0 30800.0 30700.0 30700.0 30650.0 
32.033 31800.0 31750.0 31600.0 31800.0 31650.0 31750.0 31700.0 31750.0 31700.0 31750.0 
33.035 32900.0 32700.0 32750.0 32850.0 32750.0 32700.0 32750.0 32700.0 32700.0 32750.0 
34.036 33800.0 33750.0 33750.0 33750.0 33650.0 33750.0 33750.0 33750.0 33700.0 33750.0 
35.036 34700.0 34800.0 34750.0 34700.0 34650.0 34650.0 34750.0 34850.0 34800.0 34700.0 
36.037 35800.0 35750.0 35700.0 35800.0 35800.0 35700.0 35700.0 35700.0 35700.0 35750.0 
37.038 36700.0 36800.0 36800.0 36750.0 36650.0 36700.0 36700.0 36650.0 36700.0 36700.0 
38.039 37750.0 37750.0 37800.0 37850.0 37700.0 37800.0 37700.0 37700.0 37750.0 37700.0 
39.04 38700.0 38750.0 38800.0 38800.0 38700.0 38700.0 38750.0 38650.0 38850.0 38750.0 
40.041 39700.0 39700.0 39800.0 39900.0 39750.0 39750.0 39700.0 39700.0 39800.0 39650.0 
41.041 40000.0 40000.0 40000.0 40000.0 40000.0 40000.0 40000.0 40000.0 40000.0 40000.0 
42.042 40000.0 40000.0 40000.0 40000.0 40000.0 40000.0 40000.0 40000.0 40000.0 40000.0 
43.042 40000.0 40000.0 40000.0 40000.0 40000.0 40000.0 40000.0 40000.0 40000.0 40000.0 
