time Optional[local:sl-0] Optional[local:sl-1] Optional[local:sl-2] Optional[local:sl-3] Optional[local:sl-4] Optional[local:sl-5] Optional[local:sl-6] Optional[local:sl-7] Optional[local:sl-8] Optional[local:sl-9] 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
1.003 598.0 747.0 747.0 697.0 648.0 747.0 747.0 747.0 747.0 548.0 
2.007 896.0 896.0 747.0 896.0 896.0 747.0 697.0 747.0 747.0 996.0 
3.01 997.0 997.0 997.0 1096.0 947.0 997.0 398.0 997.0 997.0 997.0 
4.012 998.0 798.0 598.0 998.0 1047.0 698.0 848.0 998.0 748.0 648.0 
5.013 799.0 549.0 999.0 849.0 999.0 999.0 949.0 899.0 1248.0 999.0 
6.013 1200.0 1100.0 700.0 750.0 1000.0 950.0 1050.0 750.0 750.0 1000.0 
7.014 999.0 1098.0 1098.0 749.0 599.0 999.0 549.0 699.0 799.0 849.0 
8.015 699.0 1048.0 799.0 899.0 1098.0 799.0 1148.0 999.0 999.0 999.0 
9.016 1198.0 999.0 1198.0 849.0 699.0 799.0 599.0 649.0 749.0 1148.0 
10.017 1048.0 999.0 749.0 899.0 799.0 849.0 1248.0 599.0 899.0 999.0 
11.018 849.0 999.0 1048.0 949.0 749.0 999.0 949.0 1048.0 849.0 799.0 
12.018 900.0 850.0 850.0 1050.0 1000.0 950.0 950.0 800.0 950.0 450.0 
13.018 950.0 850.0 1000.0 1000.0 1000.0 900.0 800.0 900.0 750.0 800.0 
14.019 1248.0 999.0 449.0 899.0 749.0 649.0 1248.0 849.0 799.0 899.0 
15.021 997.0 1096.0 1196.0 947.0 747.0 747.0 897.0 947.0 947.0 997.0 
16.024 998.0 998.0 748.0 898.0 648.0 1247.0 998.0 998.0 798.0 998.0 
17.024 950.0 1000.0 900.0 650.0 650.0 1000.0 750.0 1000.0 1000.0 600.0 
18.025 1048.0 449.0 399.0 549.0 1248.0 599.0 899.0 999.0 999.0 899.0 
19.025 850.0 1250.0 1050.0 1050.0 900.0 1250.0 850.0 900.0 1000.0 1000.0 
20.026 749.0 749.0 849.0 349.0 999.0 999.0 949.0 999.0 999.0 849.0 
21.026 650.0 1100.0 1250.0 1150.0 850.0 800.0 700.0 550.0 1000.0 1000.0 
22.028 998.0 1047.0 698.0 898.0 598.0 698.0 998.0 1197.0 998.0 898.0 
23.028 850.0 1000.0 900.0 1100.0 750.0 900.0 1000.0 800.0 850.0 1000.0 
24.029 749.0 899.0 749.0 599.0 649.0 1198.0 999.0 649.0 1098.0 999.0 
25.029 1000.0 1100.0 1050.0 750.0 1100.0 600.0 1000.0 950.0 650.0 1000.0 
26.03 999.0 999.0 649.0 999.0 699.0 999.0 849.0 849.0 1148.0 999.0 
27.03 950.0 1000.0 1000.0 950.0 850.0 300.0 950.0 1000.0 950.0 850.0 
28.031 549.0 949.0 749.0 649.0 999.0 1248.0 999.0 749.0 1048.0 949.0 
29.031 750.0 1000.0 500.0 1150.0 700.0 1000.0 1000.0 600.0 950.0 900.0 
30.033 848.0 898.0 1097.0 299.0 1047.0 998.0 948.0 1197.0 998.0 998.0 
31.034 299.0 1148.0 899.0 1098.0 649.0 999.0 849.0 949.0 999.0 1048.0 
32.034 1250.0 1000.0 650.0 750.0 950.0 750.0 1150.0 650.0 750.0 1050.0 
33.036 998.0 998.0 898.0 948.0 848.0 1147.0 998.0 748.0 698.0 998.0 
34.037 999.0 999.0 999.0 599.0 599.0 999.0 999.0 999.0 749.0 899.0 
35.037 1000.0 1000.0 850.0 600.0 700.0 950.0 750.0 1000.0 1000.0 1100.0 
36.037 1000.0 1000.0 950.0 1150.0 500.0 700.0 950.0 1000.0 800.0 1000.0 
37.039 998.0 998.0 998.0 1097.0 998.0 648.0 1047.0 449.0 548.0 948.0 
38.04 999.0 999.0 899.0 899.0 999.0 1248.0 849.0 949.0 799.0 699.0 
39.041 999.0 999.0 1098.0 849.0 799.0 549.0 999.0 699.0 999.0 949.0 
40.042 899.0 899.0 899.0 749.0 1048.0 849.0 849.0 949.0 999.0 849.0 
41.042 0.0 150.0 600.0 200.0 200.0 350.0 200.0 350.0 450.0 50.0 
42.043 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
43.043 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
