time                          Optional[local:l-0]           Optional[local:l-1]           Optional[local:l-2]           Optional[local:l-3]           Optional[local:l-4]           Optional[local:l-5]           Optional[local:l-6]           Optional[local:l-7]           Optional[local:l-8]           Optional[local:l-9]           Optional[local:l-10]          Optional[local:l-11]          Optional[local:l-12]          Optional[local:l-13]          Optional[local:l-14]          Optional[local:l-15]          
0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
1.002                         0.0                           1024.0                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
2.002                         0.0                           2048.0                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
3.003                         0.0                           3072.0                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
4.004                         0.0                           5000.0                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
5.005                         0.0                           5000.0                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           1024.0                        
6.006                         1024.0                        5000.0                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           2048.0                        
7.006                         2048.0                        5000.0                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           3072.0                        
8.007                         3072.0                        5000.0                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           4096.0                        
9.008                         5000.0                        5000.0                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           5000.0                        
10.009                        5000.0                        5000.0                        1024.0                        1024.0                        0.0                           0.0                           0.0                           1024.0                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           5000.0                        
11.009                        5000.0                        5000.0                        2048.0                        2048.0                        0.0                           0.0                           0.0                           2048.0                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           1024.0                        5000.0                        
12.01                         5000.0                        5000.0                        3072.0                        3072.0                        0.0                           0.0                           0.0                           3072.0                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           2048.0                        5000.0                        
13.01                         5000.0                        5000.0                        4096.0                        4096.0                        0.0                           0.0                           0.0                           5000.0                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           3072.0                        5000.0                        
14.01                         5000.0                        5000.0                        5000.0                        5000.0                        0.0                           0.0                           0.0                           5000.0                        0.0                           0.0                           0.0                           0.0                           1024.0                        0.0                           5000.0                        5000.0                        
15.011                        5000.0                        5000.0                        5000.0                        5000.0                        1024.0                        1024.0                        1024.0                        5000.0                        1024.0                        1024.0                        0.0                           0.0                           2048.0                        1024.0                        5000.0                        5000.0                        
16.011                        5000.0                        5000.0                        5000.0                        5000.0                        2048.0                        2048.0                        2048.0                        5000.0                        2048.0                        2048.0                        1024.0                        0.0                           3072.0                        2048.0                        5000.0                        5000.0                        
17.012                        5000.0                        5000.0                        5000.0                        5000.0                        3072.0                        3072.0                        3072.0                        5000.0                        3072.0                        3072.0                        2048.0                        0.0                           4096.0                        3072.0                        5000.0                        5000.0                        
18.012                        5000.0                        5000.0                        5000.0                        5000.0                        5000.0                        4096.0                        4096.0                        5000.0                        4096.0                        4096.0                        3072.0                        0.0                           5000.0                        4096.0                        5000.0                        5000.0                        
19.013                        5000.0                        5000.0                        5000.0                        5000.0                        5000.0                        5000.0                        5000.0                        5000.0                        5000.0                        5000.0                        5000.0                        1024.0                        5000.0                        5000.0                        5000.0                        5000.0                        
20.013                        5000.0                        5000.0                        5000.0                        5000.0                        5000.0                        5000.0                        5000.0                        5000.0                        5000.0                        5000.0                        5000.0                        2048.0                        5000.0                        5000.0                        5000.0                        5000.0                        
21.014                        5000.0                        5000.0                        5000.0                        5000.0                        5000.0                        5000.0                        5000.0                        5000.0                        5000.0                        5000.0                        5000.0                        3072.0                        5000.0                        5000.0                        5000.0                        5000.0                        
22.015                        5000.0                        5000.0                        5000.0                        5000.0                        5000.0                        5000.0                        5000.0                        5000.0                        5000.0                        5000.0                        5000.0                        4096.0                        5000.0                        5000.0                        5000.0                        5000.0                        
23.015                        5000.0                        5000.0                        5000.0                        5000.0                        5000.0                        5000.0                        5000.0                        5000.0                        5000.0                        5000.0                        5000.0                        5000.0                        5000.0                        5000.0                        5000.0                        5000.0                        
24.015                        5000.0                        5000.0                        5000.0                        5000.0                        5000.0                        5000.0                        5000.0                        5000.0                        5000.0                        5000.0                        5000.0                        5000.0                        5000.0                        5000.0                        5000.0                        5000.0                        
25.016                        5000.0                        5000.0                        5000.0                        5000.0                        5000.0                        5000.0                        5000.0                        5000.0                        5000.0                        5000.0                        5000.0                        5000.0                        5000.0                        5000.0                        5000.0                        5000.0                        
