time                          Optional[local:l-0]           Optional[local:l-1]           Optional[local:l-2]           Optional[local:l-3]           Optional[local:l-4]           Optional[local:l-5]           Optional[local:l-6]           Optional[local:l-7]           Optional[local:l-8]           Optional[local:l-9]           Optional[local:l-10]          Optional[local:l-11]          Optional[local:l-12]          Optional[local:l-13]          Optional[local:l-14]          Optional[local:l-15]          
0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
1.002                         0.0                           1021.0                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
2.002                         0.0                           1024.0                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
3.003                         0.0                           1022.0                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
4.004                         0.0                           1926.0                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
5.005                         0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           1022.0                        
6.005                         1024.0                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           1022.0                        
7.006                         1022.0                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           1024.0                        
8.007                         1022.0                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           1022.0                        
9.008                         1926.0                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           903.0                         
10.009                        0.0                           0.0                           1022.0                        1022.0                        0.0                           0.0                           0.0                           1022.0                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
11.009                        0.0                           0.0                           1024.0                        1024.0                        0.0                           0.0                           0.0                           1024.0                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           1024.0                        0.0                           
12.01                         0.0                           0.0                           1022.0                        1022.0                        0.0                           0.0                           0.0                           1022.0                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           1022.0                        0.0                           
13.01                         0.0                           0.0                           1024.0                        1024.0                        0.0                           0.0                           0.0                           1928.0                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           1024.0                        0.0                           
14.01                         0.0                           0.0                           904.0                         904.0                         0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           1024.0                        0.0                           1928.0                        0.0                           
15.011                        0.0                           0.0                           0.0                           0.0                           1022.0                        1022.0                        1022.0                        0.0                           1022.0                        1022.0                        0.0                           0.0                           1022.0                        1022.0                        0.0                           0.0                           
16.011                        0.0                           0.0                           0.0                           0.0                           1024.0                        1024.0                        1024.0                        0.0                           1024.0                        1024.0                        1024.0                        0.0                           1024.0                        1024.0                        0.0                           0.0                           
17.012                        0.0                           0.0                           0.0                           0.0                           1022.0                        1022.0                        1022.0                        0.0                           1022.0                        1022.0                        1022.0                        0.0                           1022.0                        1022.0                        0.0                           0.0                           
18.012                        0.0                           0.0                           0.0                           0.0                           1928.0                        1024.0                        1024.0                        0.0                           1024.0                        1024.0                        1024.0                        0.0                           904.0                         1024.0                        0.0                           0.0                           
19.013                        0.0                           0.0                           0.0                           0.0                           0.0                           903.0                         903.0                         0.0                           903.0                         903.0                         1926.0                        1022.0                        0.0                           903.0                         0.0                           0.0                           
20.013                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           1024.0                        0.0                           0.0                           0.0                           0.0                           
21.013                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           1022.0                        0.0                           0.0                           0.0                           0.0                           
22.015                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           1022.0                        0.0                           0.0                           0.0                           0.0                           
23.015                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           904.0                         0.0                           0.0                           0.0                           0.0                           
24.015                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
25.016                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
