time                          Optional[local:l-0]           Optional[local:l-1]           Optional[local:l-2]           Optional[local:l-3]           Optional[local:l-4]           Optional[local:l-5]           Optional[local:l-6]           Optional[local:l-7]           Optional[local:l-8]           Optional[local:l-9]           
0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
1.002                         0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
2.003                         0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
3.003                         0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.05                          0.05                          0.0                           
4.004                         0.1                           0.05                          0.05                          0.0                           0.05                          0.05                          0.0                           0.05                          0.05                          0.05                          
5.004                         0.15                          0.05                          0.15                          0.05                          0.05                          0.1                           0.15                          0.1                           0.05                          0.05                          
6.005                         0.2                           0.05                          0.15                          0.1                           0.05                          0.2                           0.2                           0.1                           0.1                           0.1                           
7.005                         0.35                          0.2                           0.25                          0.25                          0.25                          0.35                          0.25                          0.2                           0.2                           0.15                          
8.006                         0.45                          0.4                           0.45                          0.4                           0.4                           0.45                          0.45                          0.45                          0.5                           0.35                          
9.007                         0.55                          0.55                          0.5                           0.55                          0.55                          0.55                          0.55                          0.55                          0.5                           0.5                           
10.008                        0.55                          0.65                          0.65                          0.55                          0.55                          0.55                          0.55                          0.55                          0.6                           0.55                          
11.008                        0.6                           0.7                           0.7                           0.55                          0.6                           0.65                          0.55                          0.65                          0.7                           0.6                           
12.008                        0.8                           0.75                          0.75                          0.75                          0.8                           0.75                          0.8                           0.75                          0.8                           0.8                           
13.009                        1.0                           0.9                           0.95                          0.95                          0.95                          1.0                           1.0                           1.0                           0.95                          0.95                          
14.009                        1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           
15.011                        1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           
16.011                        1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           
