time                          Optional[local:l-0]           Optional[local:l-1]           Optional[local:l-2]           Optional[local:l-3]           Optional[local:l-4]           Optional[local:l-5]           Optional[local:l-6]           Optional[local:l-7]           Optional[local:l-8]           Optional[local:l-9]           Optional[local:l-10]          Optional[local:l-11]          Optional[local:l-12]          Optional[local:l-13]          Optional[local:l-14]          Optional[local:l-15]          
0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
1.005                         0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
2.006                         0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
3.008                         0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
4.009                         0.0                           0.0                           0.0                           1.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
5.01                          0.0                           0.0                           0.0                           1.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
6.01                          0.0                           0.0                           0.0                           1.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
7.011                         0.0                           0.0                           0.0                           1.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
8.012                         0.0                           0.0                           0.0                           1.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
9.012                         0.0                           0.0                           0.0                           1.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           1.0                           1.0                           0.0                           
10.013                        0.0                           0.0                           0.0                           1.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           1.0                           1.0                           0.0                           
11.014                        0.0                           0.0                           0.0                           1.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           1.0                           1.0                           0.0                           
12.015                        0.0                           0.0                           0.0                           1.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           1.0                           1.0                           0.0                           
13.015                        0.0                           0.0                           0.0                           1.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           1.0                           1.0                           1.0                           0.0                           
14.016                        0.0                           1.0                           0.0                           1.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           1.0                           1.0                           1.0                           1.0                           1.0                           
15.016                        0.0                           1.0                           0.0                           1.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           1.0                           1.0                           1.0                           1.0                           1.0                           
16.017                        0.0                           1.0                           0.0                           1.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           1.0                           1.0                           1.0                           1.0                           1.0                           
17.018                        0.0                           1.0                           0.0                           1.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           1.0                           1.0                           1.0                           1.0                           1.0                           
18.018                        1.0                           1.0                           1.0                           1.0                           1.0                           0.0                           1.0                           0.0                           0.0                           0.0                           0.0                           1.0                           1.0                           1.0                           1.0                           1.0                           
19.02                         1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           0.0                           1.0                           1.0                           1.0                           1.0                           1.0                           
20.02                         1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           0.0                           1.0                           1.0                           1.0                           1.0                           1.0                           
21.02                         1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           0.0                           1.0                           1.0                           1.0                           1.0                           1.0                           
22.021                        1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           0.0                           1.0                           1.0                           1.0                           1.0                           1.0                           
23.022                        1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           
24.023                        1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           
25.023                        1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           
