time                          Optional[local:l-0]           Optional[local:l-1]           Optional[local:l-2]           Optional[local:l-3]           
0.0                           96.0                          64.0                          64.0                          64.0                          
1.001                         317.0                         189.0                         128.0                         157.0                         
2.001                         532.0                         445.0                         532.0                         346.0                         
3.003                         721.0                         625.0                         750.0                         692.0                         
4.003                         907.0                         971.0                         939.0                         910.0                         
5.003                         1000.0                        1000.0                        1000.0                        1000.0                        
6.005                         1000.0                        1000.0                        1000.0                        1000.0                        
7.006                         1000.0                        1000.0                        1000.0                        1000.0                        
