time Optional[local:ss-10000] 
0.0 59700.0 
1.029 70800.0 
2.056 80825.0 
3.077 90300.0 
4.083 99925.0 
5.089 110725.0 
6.093 119700.0 
7.096 129000.0 
8.099 138600.0 
9.101 149125.0 
10.104 158775.0 
11.106 169075.0 
12.109 179975.0 
13.111 189300.0 
14.113 199250.0 
15.115 208900.0 
16.116 218250.0 
17.118 228850.0 
18.12 239150.0 
19.122 248825.0 
20.124 259125.0 
21.126 269125.0 
22.128 279125.0 
23.13 288800.0 
24.132 299075.0 
25.134 308425.0 
26.136 318725.0 
27.138 328400.0 
28.14 337750.0 
29.141 347425.0 
30.144 357425.0 
31.146 367425.0 
32.148 377425.0 
33.15 387425.0 
34.153 397725.0 
35.155 408350.0 
36.158 418350.0 
37.161 428350.0 
38.163 438350.0 
39.165 448025.0 
40.166 458025.0 
41.168 467700.0 
42.17 477375.0 
43.172 487375.0 
44.173 497375.0 
45.175 508625.0 
46.177 518625.0 
47.178 528625.0 
48.18 538625.0 
49.182 548625.0 
50.184 558625.0 
51.185 568625.0 
52.187 578625.0 
53.189 588625.0 
54.191 598625.0 
55.192 608625.0 
56.194 618625.0 
57.197 628625.0 
58.198 638625.0 
59.2 648625.0 
60.202 658625.0 
61.204 668625.0 
62.205 678625.0 
63.206 688625.0 
64.208 699250.0 
65.21 709250.0 
66.212 719250.0 
67.213 729250.0 
68.215 739250.0 
69.217 749250.0 
70.219 759875.0 
71.22 769875.0 
72.222 779875.0 
73.224 789875.0 
74.225 799875.0 
75.227 809875.0 
76.228 819875.0 
77.23 829875.0 
78.231 839875.0 
79.233 849875.0 
80.235 859875.0 
81.236 870500.0 
82.237 880500.0 
83.239 890500.0 
84.24 900500.0 
85.242 910500.0 
86.244 920500.0 
87.245 930500.0 
88.247 941125.0 
89.249 951125.0 
90.25 961125.0 
91.252 971125.0 
92.253 981125.0 
93.255 991125.0 
94.257 1001125.0 
95.259 1011125.0 
96.26 1021125.0 
97.262 1031125.0 
98.264 1041125.0 
99.265 1051125.0 
100.267 1061125.0 
101.268 1071125.0 
102.27 1081125.0 
103.272 1091125.0 
104.274 1101125.0 
105.275 1111125.0 
106.277 1121125.0 
107.279 1131125.0 
108.28 1141125.0 
109.282 1151125.0 
110.284 1161125.0 
111.286 1173625.0 
112.287 1183625.0 
113.289 1193625.0 
114.291 1203625.0 
115.292 1213625.0 
116.295 1223625.0 
117.296 1233625.0 
118.297 1243625.0 
119.299 1253625.0 
120.3 1263625.0 
121.302 1273625.0 
122.303 1283625.0 
123.305 1293625.0 
124.307 1303625.0 
125.309 1313625.0 
126.31 1323625.0 
127.312 1333625.0 
128.313 1343625.0 
129.314 1353625.0 
130.316 1363625.0 
131.318 1373625.0 
132.319 1383625.0 
133.321 1393625.0 
134.322 1403625.0 
135.323 1413625.0 
136.325 1423625.0 
137.326 1433625.0 
138.328 1443625.0 
139.329 1453625.0 
140.331 1463625.0 
141.332 1473625.0 
142.334 1483625.0 
143.335 1493625.0 
144.336 1503625.0 
145.338 1513625.0 
146.339 1523625.0 
147.341 1533625.0 
148.343 1543625.0 
149.344 1553625.0 
150.346 1563625.0 
151.347 1573625.0 
152.349 1583625.0 
153.35 1593625.0 
154.352 1603625.0 
155.354 1613625.0 
156.355 1623625.0 
157.357 1633625.0 
158.359 1643625.0 
159.36 1653625.0 
160.362 1663625.0 
161.363 1673625.0 
162.365 1683625.0 
163.366 1693625.0 
164.368 1703625.0 
165.369 1713625.0 
166.371 1723625.0 
167.373 1733625.0 
168.374 1743625.0 
169.376 1753625.0 
170.378 1763625.0 
171.379 1773625.0 
172.381 1783625.0 
173.382 1793625.0 
174.384 1803625.0 
175.386 1813625.0 
176.387 1823625.0 
177.389 1833625.0 
178.391 1843625.0 
179.392 1853625.0 
180.394 1863625.0 
181.396 1873625.0 
182.398 1883625.0 
183.4 1893625.0 
184.401 1903625.0 
185.403 1913625.0 
186.404 1923625.0 
187.406 1933625.0 
188.408 1943625.0 
189.409 1953625.0 
190.411 1963625.0 
191.412 1973625.0 
192.414 1983625.0 
193.415 1993625.0 
194.416 2003625.0 
195.418 2013625.0 
196.42 2023625.0 
197.421 2033625.0 
198.423 2043625.0 
199.424 2053625.0 
200.426 2063625.0 
201.427 2073625.0 
202.429 2083625.0 
203.431 2093625.0 
204.433 2103625.0 
205.435 2113625.0 
206.436 2123625.0 
207.438 2133625.0 
208.439 2143625.0 
209.441 2153625.0 
210.442 2163625.0 
211.444 2173625.0 
212.446 2183625.0 
213.447 2193625.0 
214.463 2203625.0 
215.465 2213625.0 
216.467 2223625.0 
217.469 2233625.0 
218.471 2243625.0 
219.473 2253625.0 
220.475 2263625.0 
221.477 2273625.0 
222.478 2283625.0 
223.48 2293625.0 
224.481 2303300.0 
225.483 2313300.0 
226.485 2323300.0 
227.486 2333300.0 
228.488 2343300.0 
229.49 2353300.0 
230.491 2363300.0 
231.493 2373300.0 
232.495 2383300.0 
233.497 2393300.0 
234.498 2403300.0 
235.5 2413300.0 
236.501 2422975.0 
237.503 2432975.0 
238.504 2442975.0 
239.506 2452975.0 
240.508 2462975.0 
