Time                          Total bandwidth               
69.954                        0.0                           
70.055                        0.0                           
70.156                        0.0                           
70.257                        0.0                           
70.358                        0.0                           
70.458                        0.0                           
70.559                        0.0                           
70.66                         0.0                           
70.761                        0.0                           
70.862                        0.0                           
70.963                        0.0                           
71.064                        0.0                           
71.165                        0.0                           
71.266                        0.0                           
71.367                        0.0                           
71.467                        0.0                           
71.568                        0.0                           
71.669                        0.0                           
71.77                         0.0                           
71.871                        0.0                           
71.971                        0.0                           
72.072                        0.0                           
72.173                        0.0                           
72.273                        0.0                           
72.373                        0.0                           
72.473                        0.0                           
72.574                        0.0                           
72.675                        0.0                           
72.776                        0.0                           
72.877                        0.0                           
72.978                        0.0                           
73.079                        0.0                           
73.179                        0.0                           
73.28                         0.0                           
73.381                        0.0                           
73.481                        0.0                           
73.581                        0.0                           
73.682                        0.0                           
73.783                        0.0                           
73.883                        0.0                           
73.984                        0.0                           
74.085                        0.0                           
74.186                        0.0                           
