time Optional[local:s-0] Optional[local:l-0] Optional[local:l-1] Optional[local:l-2] Optional[local:l-3] Optional[local:l-4] Optional[local:l-5] Optional[local:l-6] Optional[local:l-7] Optional[local:l-8] Optional[local:l-9] 
0.0 266.0 0.0 0.0 175.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
1.002 910.0 463.0 0.0 958.0 383.0 0.0 455.0 0.0 0.0 0.0 0.0 
2.004 830.0 702.0 199.0 590.0 1101.0 598.0 343.0 598.0 199.0 598.0 455.0 
3.109 702.0 550.0 897.0 876.0 463.0 723.0 361.0 781.0 695.0 361.0 238.0 
4.11 903.0 799.0 599.0 447.0 591.0 599.0 199.0 135.0 815.0 0.0 391.0 
5.28 724.0 752.0 615.0 936.0 690.0 608.0 1025.0 608.0 622.0 608.0 300.0 
6.321 960.0 945.0 853.0 945.0 945.0 975.0 768.0 968.0 853.0 975.0 983.0 
7.366 1194.0 1232.0 926.0 1171.0 589.0 451.0 1209.0 880.0 574.0 688.0 911.0 
8.367 951.0 927.0 1030.0 847.0 391.0 1230.0 791.0 1102.0 1158.0 951.0 1030.0 
9.367 1040.0 1032.0 920.0 936.0 1088.0 568.0 960.0 896.0 1080.0 920.0 1024.0 
10.368 999.0 511.0 1006.0 1022.0 519.0 975.0 1030.0 359.0 975.0 879.0 991.0 
11.37 958.0 966.0 798.0 966.0 902.0 822.0 990.0 646.0 950.0 998.0 1005.0 
12.37 1048.0 832.0 960.0 1032.0 896.0 1160.0 928.0 1048.0 992.0 1024.0 960.0 
13.371 927.0 447.0 703.0 967.0 455.0 439.0 1054.0 959.0 1070.0 999.0 1038.0 
14.372 1078.0 1038.0 1046.0 903.0 1030.0 983.0 959.0 1062.0 959.0 975.0 959.0 
15.372 1000.0 312.0 984.0 1040.0 312.0 1016.0 1024.0 536.0 1032.0 960.0 1032.0 
16.373 991.0 967.0 1006.0 823.0 1094.0 399.0 991.0 1006.0 1006.0 1030.0 711.0 
17.373 728.0 832.0 1000.0 984.0 904.0 400.0 1024.0 336.0 736.0 1056.0 1160.0 
18.374 943.0 583.0 999.0 999.0 975.0 455.0 975.0 1022.0 1006.0 943.0 639.0 
19.375 1070.0 1102.0 999.0 1014.0 991.0 1006.0 1022.0 951.0 983.0 1046.0 967.0 
20.375 984.0 1040.0 1000.0 136.0 1032.0 848.0 968.0 968.0 1040.0 816.0 1032.0 
21.375 1016.0 472.0 1008.0 384.0 584.0 984.0 968.0 1088.0 912.0 1040.0 648.0 
22.375 984.0 839.0 991.0 1094.0 1094.0 1030.0 1078.0 967.0 1062.0 503.0 847.0 
23.376 1014.0 856.0 992.0 976.0 784.0 960.0 1000.0 1000.0 888.0 800.0 504.0 
24.376 928.0 960.0 1016.0 1040.0 1032.0 960.0 992.0 976.0 992.0 384.0 1032.0 
25.376 1056.0 1064.0 984.0 696.0 104.0 1040.0 976.0 824.0 536.0 1104.0 968.0 
26.377 1006.0 927.0 1014.0 1086.0 727.0 951.0 959.0 719.0 1070.0 975.0 1030.0 
27.378 983.0 1094.0 999.0 775.0 271.0 1062.0 1062.0 1006.0 967.0 1030.0 567.0 
28.378 1016.0 968.0 952.0 1008.0 848.0 1000.0 1008.0 968.0 1064.0 1000.0 960.0 
29.379 983.0 951.0 1054.0 991.0 991.0 815.0 959.0 903.0 959.0 943.0 839.0 
30.38 1014.0 975.0 983.0 1006.0 1054.0 967.0 999.0 895.0 1030.0 999.0 975.0 
31.381 999.0 1054.0 767.0 967.0 951.0 1030.0 399.0 1094.0 511.0 959.0 623.0 
32.381 992.0 920.0 712.0 768.0 1040.0 992.0 200.0 864.0 1024.0 712.0 712.0 
33.382 1006.0 1030.0 1030.0 455.0 903.0 983.0 967.0 1030.0 767.0 983.0 1030.0 
34.383 1006.0 1046.0 967.0 1030.0 1038.0 1006.0 831.0 959.0 983.0 495.0 447.0 
35.383 992.0 968.0 888.0 840.0 1008.0 992.0 1024.0 992.0 984.0 1104.0 1024.0 
36.384 983.0 1022.0 975.0 871.0 1054.0 999.0 575.0 1046.0 1086.0 559.0 983.0 
37.384 1024.0 968.0 976.0 1000.0 1000.0 1008.0 968.0 952.0 984.0 1008.0 1032.0 
38.384 1000.0 1040.0 960.0 200.0 968.0 992.0 624.0 1048.0 1008.0 592.0 968.0 
39.384 992.0 1000.0 1088.0 1024.0 328.0 1016.0 1032.0 512.0 976.0 944.0 968.0 
40.385 775.0 943.0 967.0 767.0 1022.0 927.0 967.0 903.0 1014.0 639.0 927.0 
41.387 0.0 1053.0 830.0 1101.0 1029.0 1061.0 1005.0 894.0 926.0 1101.0 1077.0 
42.387 0.0 704.0 0.0 504.0 984.0 696.0 0.0 0.0 1080.0 256.0 824.0 
43.387 0.0 0.0 0.0 0.0 168.0 0.0 0.0 0.0 360.0 0.0 0.0 
44.388 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
45.388 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
