time                          Optional[local:s-0]           Optional[local:l-0]           Optional[local:l-1]           Optional[local:l-2]           Optional[local:l-3]           Optional[local:l-4]           Optional[local:l-5]           Optional[local:l-6]           Optional[local:l-7]           Optional[local:l-8]           Optional[local:l-9]           
0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
1.002                         0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
2.003                         0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
3.006                         2041.0                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
4.008                         510.0                         0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
5.008                         1024.0                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
6.009                         1534.0                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
7.009                         1536.0                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
8.011                         510.0                         0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
9.012                         1022.0                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
10.013                        1022.0                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
11.014                        1022.0                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
12.014                        512.0                         0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
13.015                        1534.0                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
14.016                        1022.0                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
15.016                        1536.0                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
16.017                        511.0                         0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
17.017                        512.0                         0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
18.018                        1022.0                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
19.018                        1988.0                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
20.019                        963.0                         0.0                           0.0                           0.0                           0.0                           1022.0                        0.0                           0.0                           0.0                           0.0                           0.0                           
21.02                         963.0                         0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
22.02                         964.0                         0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           512.0                         0.0                           0.0                           
23.02                         452.0                         0.0                           0.0                           0.0                           0.0                           2048.0                        0.0                           0.0                           512.0                         0.0                           1536.0                        
24.021                        963.0                         0.0                           511.0                         511.0                         0.0                           511.0                         0.0                           0.0                           3580.0                        0.0                           511.0                         
25.021                        1988.0                        0.0                           1024.0                        512.0                         0.0                           0.0                           0.0                           512.0                         512.0                         0.0                           2048.0                        
26.022                        451.0                         511.0                         511.0                         3580.0                        0.0                           4091.0                        0.0                           0.0                           0.0                           0.0                           1022.0                        
27.023                        1474.0                        511.0                         1534.0                        1022.0                        0.0                           0.0                           0.0                           2557.0                        0.0                           511.0                         511.0                         
28.024                        963.0                         0.0                           2045.0                        511.0                         0.0                           1022.0                        1022.0                        1534.0                        2045.0                        0.0                           0.0                           
29.025                        0.0                           2557.0                        511.0                         511.0                         0.0                           0.0                           1534.0                        511.0                         2557.0                        1022.0                        1022.0                        
30.025                        2048.0                        1536.0                        1024.0                        512.0                         1024.0                        0.0                           512.0                         0.0                           512.0                         0.0                           2560.0                        
31.026                        0.0                           0.0                           0.0                           511.0                         511.0                         2557.0                        1022.0                        0.0                           0.0                           0.0                           1022.0                        
32.027                        511.0                         511.0                         1534.0                        1022.0                        1022.0                        1022.0                        0.0                           1534.0                        0.0                           3068.0                        511.0                         
33.027                        0.0                           1024.0                        1536.0                        3072.0                        2048.0                        1024.0                        2048.0                        3072.0                        2560.0                        2048.0                        0.0                           
34.029                        1021.0                        2554.0                        510.0                         510.0                         1021.0                        510.0                         2554.0                        510.0                         1532.0                        0.0                           2043.0                        
35.03                         3580.0                        1022.0                        1022.0                        511.0                         1022.0                        1534.0                        1022.0                        511.0                         511.0                         1022.0                        2045.0                        
36.03                         512.0                         0.0                           0.0                           0.0                           512.0                         2500.0                        512.0                         0.0                           0.0                           1024.0                        512.0                         
37.032                        510.0                         0.0                           1021.0                        1532.0                        0.0                           0.0                           0.0                           2043.0                        962.0                         1532.0                        962.0                         
38.032                        512.0                         0.0                           512.0                         2048.0                        2560.0                        964.0                         512.0                         512.0                         964.0                         512.0                         452.0                         
39.032                        1536.0                        1024.0                        2500.0                        1024.0                        1536.0                        1808.0                        1024.0                        1476.0                        2500.0                        512.0                         964.0                         
40.033                        1534.0                        4091.0                        1474.0                        903.0                         511.0                         451.0                         2045.0                        511.0                         1414.0                        0.0                           1986.0                        
41.035                        1473.0                        0.0                           451.0                         451.0                         0.0                           1413.0                        1021.0                        962.0                         451.0                         2554.0                        902.0                         
42.036                        451.0                         963.0                         1474.0                        963.0                         1534.0                        0.0                           1022.0                        2045.0                        1354.0                        1534.0                        451.0                         
43.036                        0.0                           1476.0                        452.0                         1868.0                        512.0                         0.0                           964.0                         1476.0                        0.0                           452.0                         1416.0                        
44.037                        963.0                         963.0                         1474.0                        903.0                         1534.0                        511.0                         451.0                         451.0                         0.0                           1534.0                        0.0                           
