time Optional[local:ss-10000] 
0.0 0.0 
1.367 4800.0 
2.401 14400.0 
3.408 24075.0 
4.41 34450.0 
5.412 44250.0 
6.414 53875.0 
7.415 63800.0 
8.416 72750.0 
9.417 83025.0 
10.418 93275.0 
11.418 103850.0 
12.42 113450.0 
13.421 123100.0 
14.421 133050.0 
15.421 143650.0 
16.422 153000.0 
17.423 162650.0 
18.424 172575.0 
19.425 182875.0 
20.425 192875.0 
21.426 202850.0 
22.427 212525.0 
23.427 222500.0 
24.427 232175.0 
25.429 242475.0 
26.429 252775.0 
27.43 262425.0 
28.432 271775.0 
29.539 281450.0 
30.54 292075.0 
31.541 302075.0 
32.541 312675.0 
33.542 322975.0 
34.542 332975.0 
35.547 342650.0 
36.549 352650.0 
37.551 362325.0 
38.552 372325.0 
39.553 382325.0 
40.554 392325.0 
41.555 402325.0 
42.556 412325.0 
43.557 422325.0 
44.558 432325.0 
45.56 442325.0 
46.561 452325.0 
47.561 462325.0 
48.563 472950.0 
49.563 482950.0 
50.565 493575.0 
51.566 503575.0 
52.566 513250.0 
53.567 523875.0 
54.569 533550.0 
55.57 543550.0 
56.624 553550.0 
57.626 563550.0 
58.627 573550.0 
59.627 583550.0 
60.628 593550.0 
61.628 603550.0 
62.629 614175.0 
63.63 624175.0 
64.631 634175.0 
65.632 644175.0 
66.633 654175.0 
67.634 664175.0 
68.634 674175.0 
69.634 684175.0 
70.635 694175.0 
71.635 704175.0 
72.637 714175.0 
73.638 724175.0 
74.639 734175.0 
75.639 744175.0 
76.64 754175.0 
77.641 764175.0 
78.642 774175.0 
79.642 784175.0 
80.643 794175.0 
81.643 804175.0 
82.644 814175.0 
83.647 824175.0 
84.648 834175.0 
85.649 844175.0 
86.65 854175.0 
87.651 864175.0 
88.651 874175.0 
89.652 884175.0 
90.652 894175.0 
91.652 904175.0 
92.654 914175.0 
93.654 924175.0 
94.655 934175.0 
95.656 944800.0 
96.656 954800.0 
97.656 964800.0 
98.658 974800.0 
99.658 984800.0 
100.659 994800.0 
101.659 1004800.0 
102.662 1014800.0 
103.663 1024800.0 
104.664 1034800.0 
105.665 1044800.0 
106.665 1054800.0 
107.667 1064800.0 
108.667 1074800.0 
109.668 1084800.0 
110.671 1094800.0 
111.673 1104800.0 
112.674 1114800.0 
113.675 1124800.0 
114.676 1134800.0 
115.676 1144800.0 
116.677 1154800.0 
117.677 1164800.0 
118.678 1174800.0 
119.679 1184800.0 
120.68 1194800.0 
121.681 1204800.0 
122.682 1214800.0 
123.682 1224800.0 
124.683 1234800.0 
125.683 1244800.0 
126.684 1254800.0 
127.685 1264800.0 
128.686 1274800.0 
129.687 1284800.0 
130.687 1294800.0 
131.688 1304800.0 
132.689 1314800.0 
133.689 1324800.0 
134.69 1334800.0 
135.69 1344800.0 
136.691 1354800.0 
137.692 1364800.0 
138.693 1372300.0 
139.694 1382300.0 
140.695 1392300.0 
141.695 1402300.0 
142.696 1412300.0 
143.697 1422300.0 
144.698 1432300.0 
145.699 1442300.0 
146.699 1452300.0 
147.7 1462300.0 
148.7 1472300.0 
149.701 1482300.0 
150.701 1492300.0 
151.703 1502300.0 
152.706 1512300.0 
153.706 1522300.0 
154.708 1532300.0 
155.709 1542300.0 
156.71 1552300.0 
157.711 1562300.0 
158.713 1572300.0 
159.713 1582300.0 
160.714 1592300.0 
161.715 1602300.0 
162.716 1612300.0 
163.717 1622300.0 
164.719 1632300.0 
165.719 1642300.0 
166.719 1652300.0 
167.72 1662300.0 
168.72 1672300.0 
169.72 1682300.0 
170.722 1692300.0 
171.723 1702300.0 
172.724 1712300.0 
173.725 1722300.0 
174.726 1732300.0 
175.726 1742300.0 
176.727 1752300.0 
177.727 1762300.0 
178.728 1772300.0 
179.728 1782300.0 
180.729 1792300.0 
181.729 1802300.0 
182.73 1812300.0 
183.731 1822300.0 
184.733 1832300.0 
185.733 1842300.0 
186.734 1852300.0 
