time                          Optional[local:s-0]           Optional[local:l-0]           Optional[local:l-1]           Optional[local:l-2]           Optional[local:l-3]           Optional[local:l-4]           Optional[local:l-5]           Optional[local:l-6]           Optional[local:l-7]           Optional[local:l-8]           Optional[local:l-9]           Optional[local:l-10]          Optional[local:l-11]          Optional[local:l-12]          Optional[local:l-13]          Optional[local:l-14]          Optional[local:l-15]          
0.0                           410.0                         0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
1.002                         1021.0                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
2.003                         1022.0                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
3.003                         1024.0                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
4.004                         903.0                         0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
5.005                         1022.0                        0.0                           1022.0                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
6.005                         1024.0                        0.0                           1024.0                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
7.006                         1022.0                        0.0                           1022.0                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
8.007                         1022.0                        0.0                           1022.0                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
9.008                         903.0                         0.0                           903.0                         0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
10.009                        1022.0                        0.0                           1022.0                        0.0                           0.0                           0.0                           0.0                           0.0                           1022.0                        0.0                           1022.0                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
11.01                         1022.0                        0.0                           1022.0                        0.0                           0.0                           0.0                           0.0                           0.0                           1022.0                        0.0                           1022.0                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
12.011                        1022.0                        0.0                           1022.0                        0.0                           0.0                           0.0                           0.0                           0.0                           1022.0                        0.0                           1022.0                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
13.012                        1022.0                        0.0                           1022.0                        0.0                           0.0                           0.0                           0.0                           0.0                           1022.0                        0.0                           1022.0                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
14.013                        903.0                         0.0                           903.0                         0.0                           0.0                           0.0                           0.0                           0.0                           903.0                         0.0                           903.0                         1022.0                        0.0                           0.0                           0.0                           0.0                           0.0                           
15.013                        1024.0                        0.0                           1024.0                        0.0                           0.0                           0.0                           0.0                           0.0                           1024.0                        1024.0                        1024.0                        1024.0                        1024.0                        1024.0                        0.0                           0.0                           0.0                           
16.014                        1022.0                        0.0                           1022.0                        0.0                           0.0                           0.0                           0.0                           0.0                           1022.0                        1022.0                        1022.0                        1022.0                        1022.0                        1022.0                        0.0                           0.0                           0.0                           
17.015                        1022.0                        0.0                           1022.0                        0.0                           0.0                           0.0                           0.0                           0.0                           1022.0                        1022.0                        1022.0                        1022.0                        1022.0                        1022.0                        0.0                           0.0                           0.0                           
18.015                        1024.0                        0.0                           1024.0                        0.0                           0.0                           0.0                           0.0                           0.0                           1024.0                        1928.0                        1024.0                        904.0                         1024.0                        1928.0                        0.0                           0.0                           0.0                           
19.015                        904.0                         0.0                           904.0                         0.0                           0.0                           0.0                           0.0                           0.0                           904.0                         0.0                           904.0                         0.0                           904.0                         0.0                           0.0                           0.0                           1024.0                        
20.016                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           1022.0                        
21.016                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           1024.0                        
22.017                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           1022.0                        
23.018                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           903.0                         
24.019                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
25.019                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
