time mean min max stdev confval
0 64.0 0.0 1024.0 256.0 105.6
1 128.0 0.0 2048.0 512.0 211.2
2 192.0 0.0 3072.0 768.0 316.79999999999995
3 256.0 0.0 4096.0 1024.0 422.4
4 312.5 0.0 5000.0 1250.0 515.625
5 440.5 0.0 5000.0 1264.7136171218106 521.6943670627468
6 568.5 0.0 5000.0 1371.5570713608677 565.7672919363579
7 696.5 0.0 5000.0 1551.6136116959015 640.0406148245593
8 824.5 0.0 5000.0 1782.8372144795871 735.4203509728296
9 937.5 0.0 5000.0 2015.5644370746375 831.4203302932879
10 1193.5 0.0 5000.0 1939.1274326356172 799.890065962192
11 1449.5 0.0 5000.0 1969.1015209988539 812.2543774120272
12 1705.5 0.0 5000.0 2100.937124237658 866.6365637480338
13 1961.5 0.0 5000.0 2317.313789714289 955.8919382571443
14 2251.5 0.0 5000.0 2515.823788211991 1037.7773126374464
15 2763.5 0.0 5000.0 2071.1256198824185 854.3393182014976
16 3275.5 0.0 5000.0 1676.0053301426778 691.3521986838546
17 3787.5 0.0 5000.0 1373.9239183205646 566.7436163072329
18 4405.0 0.0 5000.0 1249.5780621207036 515.4509506247903
19 4751.5 1024.0 5000.0 994.0 410.025
20 4815.5 2048.0 5000.0 738.0 304.425
21 4879.5 3072.0 5000.0 482.0 198.825
22 4943.5 4096.0 5000.0 226.0 93.225
23 5000.0 5000.0 5000.0 0.0 0.0
24 5000.0 5000.0 5000.0 0.0 0.0
25 5000.0 5000.0 5000.0 0.0 0.0
