time mean min max stdev confval
0 29.0 0.0 464.0 116.0 47.849999999999994
1 63.8125 0.0 1021.0 255.25 105.29062499999999
2 64.0 0.0 1024.0 256.0 105.6
3 64.0 0.0 1024.0 256.0 105.6
4 56.4375 0.0 903.0 225.75 93.12187499999999
5 127.75 0.0 1022.0 349.0794560936903 143.99527563864723
6 128.0 0.0 1024.0 349.76258614475427 144.27706678471114
7 127.75 0.0 1022.0 349.0794560936903 143.99527563864723
8 127.75 0.0 1022.0 349.0794560936903 143.99527563864723
9 112.875 0.0 903.0 308.4332180553839 127.22870244784586
10 255.5 0.0 1022.0 457.052294600957 188.53407152289475
11 255.5 0.0 1022.0 457.052294600957 188.53407152289475
12 255.5 0.0 1022.0 457.052294600957 188.53407152289475
13 255.5 0.0 1022.0 457.052294600957 188.53407152289475
14 289.625 0.0 1022.0 444.52204669734886 183.3653442626564
15 512.0 0.0 1024.0 528.7913262021859 218.1264220584017
16 511.0 0.0 1022.0 527.7585306431973 217.70039389031888
17 511.0 0.0 1022.0 527.7585306431973 217.70039389031888
18 617.5 0.0 1928.0 702.0714113725659 289.6044571911834
19 346.5 0.0 1024.0 462.8649911151199 190.93180883498695
20 63.875 0.0 1022.0 255.5 105.39375
21 64.0 0.0 1024.0 256.0 105.6
22 63.875 0.0 1022.0 255.5 105.39375
23 56.4375 0.0 903.0 225.75 93.12187499999999
24 0.0 0.0 0.0 0.0 0.0
25 0.0 0.0 0.0 0.0 0.0
