time Optional[local:s-0] 
0.0 0.0 
1.001 0.0 
2.002 0.0 
3.003 2048.0 
4.004 4096.0 
5.005 4096.0 
6.006 4096.0 
7.006 6144.0 
8.007 8192.0 
9.007 8192.0 
10.008 10240.0 
11.009 10240.0 
12.01 12288.0 
13.011 12288.0 
14.012 12288.0 
15.013 12288.0 
16.014 16384.0 
17.014 16384.0 
18.016 16384.0 
19.016 20000.0 
20.017 20000.0 
21.018 20000.0 
