time mean min max stdev confval
0 0.0 0.0 0.0 0.0 0.0
1 0.0 0.0 0.0 0.0 0.0
2 0.0 0.0 0.0 0.0 0.0
3 1022.5 0.0 2045.0 1446.0333675264897 1687.1249999999998
4 1022.5 0.0 2045.0 1446.0333675264897 1687.1249999999998
5 0.0 0.0 0.0 0.0 0.0
6 0.0 0.0 0.0 0.0 0.0
7 1024.0 0.0 2048.0 1448.1546878700494 1689.5999999999997
8 1022.5 0.0 2045.0 1446.0333675264897 1687.1249999999998
9 0.0 0.0 0.0 0.0 0.0
10 1022.5 0.0 2045.0 1446.0333675264897 1687.1249999999998
11 0.0 0.0 0.0 0.0 0.0
12 1022.5 0.0 2045.0 1446.0333675264897 1687.1249999999998
13 0.0 0.0 0.0 0.0 0.0
14 0.0 0.0 0.0 0.0 0.0
15 0.0 0.0 0.0 0.0 0.0
16 2045.0 2045.0 2045.0 0.0 0.0
17 0.0 0.0 0.0 0.0 0.0
18 0.0 0.0 0.0 0.0 0.0
19 1808.0 1808.0 1808.0 0.0 0.0
20 0.0 0.0 0.0 0.0 0.0
21 0.0 0.0 0.0 0.0 0.0
