time mean min max stdev confval
0 0.0 0.0 0.0 0.0 0.0
1 46.54545454545455 0.0 512.0 154.37380842381498 76.8
2 93.0909090909091 0.0 1024.0 308.74761684762996 153.6
3 93.0909090909091 0.0 1024.0 308.74761684762996 153.6
4 139.63636363636363 0.0 1536.0 463.121425271445 230.4
5 465.45454545454544 0.0 5120.0 1543.73808423815 768.0
6 558.5454545454545 0.0 6144.0 1852.48570108578 921.6
7 605.0909090909091 0.0 6656.0 2006.8595095095945 998.3999999999999
8 605.0909090909091 0.0 6656.0 2006.8595095095945 998.3999999999999
9 744.7272727272727 0.0 8192.0 2469.9809347810397 1228.8
10 744.7272727272727 0.0 8192.0 2469.9809347810397 1228.8
11 977.4545454545455 0.0 10752.0 3241.849976900114 1612.7999999999997
12 1024.0 0.0 11264.0 3396.2237853239294 1689.6
13 1070.5454545454545 0.0 11776.0 3550.5975937477447 1766.4
14 1117.090909090909 0.0 12288.0 3704.97140217156 1843.2
15 1210.1818181818182 0.0 13312.0 4013.719019019189 1996.7999999999997
16 1256.7272727272727 0.0 13824.0 4168.092827443004 2073.6
17 1489.4545454545455 0.0 16384.0 4939.961869562079 2457.6
18 1675.6363636363637 0.0 18432.0 5557.457103257339 2764.8
19 1722.1818181818182 0.0 18944.0 5711.830911681153 2841.5999999999995
20 1804.3636363636363 0.0 19848.0 5984.3971671794525 2977.2
21 1892.0 0.0 20812.0 6275.054103352417 3121.8
22 1892.0 0.0 20812.0 6275.054103352417 3121.8
23 2294.5454545454545 0.0 22680.0 6789.142219214978 3377.55560842453
24 2708.0 0.0 23132.0 6885.378130502348 3425.4323697892505
25 3819.6363636363635 0.0 24096.0 6974.624051126014 3469.8316547060317
26 4465.818181818182 0.0 25572.0 7294.284746542073 3628.8608427439035
27 5117.454545454545 0.0 26084.0 7225.403689256904 3594.5929494172215
28 5908.727272727273 0.0 28132.0 7601.048520972737 3781.473893602864
29 6932.727272727273 0.0 28644.0 7645.938805547807 3803.8065282030316
30 8137.454545454545 0.0 30120.0 7918.843404988337 3939.5748521890023
31 8975.272727272728 512.0 30632.0 7758.380412056488 3859.745521145144
32 9999.272727272728 2048.0 30632.0 7325.086280596414 3644.1844124577447
33 10837.09090909091 3072.0 32680.0 7715.662427226133 3838.4935920227863
34 11581.818181818182 3072.0 33192.0 7727.655554153301 3844.4600973348647
35 12605.818181818182 3584.0 33704.0 7591.345043115637 3776.6464743208358
36 13484.727272727272 5632.0 35240.0 7678.817162700374 3820.1633043627858
37 15154.90909090909 7680.0 36776.0 7633.638417616406 3797.687162471391
38 16378.90909090909 7680.0 38312.0 7862.455818057682 3911.522381886623
39 17148.363636363636 8704.0 38312.0 7528.389034484433 3745.3262554816233
40 18000.0 9728.0 38312.0 7317.188093796687 3640.2551141369195
41 19161.090909090908 10752.0 39276.0 7333.286759080753 3648.2640989928345
42 20336.0 11776.0 39728.0 7166.552978943224 3565.3150907037657
43 21502.545454545456 12288.0 43312.0 7850.091927660928 3905.371424077356
44 22368.0 13824.0 43764.0 7523.071925749481 3742.68102728512
45 22888.363636363636 14788.0 43764.0 7297.5648441480425 3630.492670699116
46 23548.363636363636 16264.0 44728.0 7307.015468339003 3635.194296870526
47 24348.0 16264.0 46776.0 7722.121573764557 3841.7069768528672
48 25153.090909090908 18644.0 48252.0 7889.338647244716 3924.896420544114
49 25566.545454545456 19668.0 49216.0 8046.47764383443 4003.0720842872665
50 26212.727272727272 20632.0 49728.0 8112.065841583253 4035.7018006785383
51 26708.363636363636 21084.0 50180.0 8147.673524052461 4053.4163990392103
52 27431.272727272728 22500.0 51084.0 8202.770813461866 4080.826954429703
53 28589.454545454544 22500.0 52620.0 8460.787910870198 4209.188839669706
54 29380.727272727272 22500.0 53132.0 8623.445217439594 4290.10982796478
55 30172.0 22500.0 53644.0 8484.713407063316 4221.091623739053
56 31242.545454545456 22500.0 56204.0 9084.391409044816 4519.427662879449
57 31894.18181818182 22500.0 56204.0 8924.377825015947 4439.821909941884
58 32721.090909090908 22500.0 56716.0 8870.725262959568 4413.130097334544
59 33553.454545454544 22500.0 57680.0 8817.566335034133 4386.683864606612
60 35171.63636363636 22500.0 60240.0 9256.209410689964 4604.906039432291
61 35823.27272727273 22500.0 60240.0 9299.802977385156 4626.593565032485
62 36830.90909090909 24548.0 60692.0 9074.735053482778 4514.623686643217
63 38194.545454545456 26596.0 62680.0 9228.901433687937 4591.320492407385
64 38747.63636363636 27108.0 63192.0 9143.402859687712 4548.785488897009
65 39749.818181818184 27108.0 63704.0 9136.368707732649 4545.286042484015
66 40834.181818181816 28132.0 65240.0 9290.949809553185 4622.189169646781
67 41820.0 28132.0 65752.0 9233.945548897287 4593.8299080396955
68 43063.27272727273 29156.0 67228.0 9463.483978862216 4708.023835113837
69 44060.0 32740.0 67740.0 8888.567938650185 4422.0067164128095
70 44772.0 32740.0 69788.0 9254.323097882416 4603.967610659311
71 45853.818181818184 32740.0 70752.0 9275.684231561378 4614.594640485771
72 46483.63636363636 32740.0 71264.0 9269.407308698082 4611.471910789438
73 47625.454545454544 35812.0 71716.0 8977.836402648874 4466.417216517059
74 48197.818181818184 37800.0 72228.0 8758.17759374839 4357.138338864167
75 48723.63636363636 37800.0 74668.0 9436.342758428471 4694.521248434178
76 49137.09090909091 38312.0 75120.0 9465.543422905474 4709.0483955890695
77 50196.72727272727 40360.0 76656.0 9606.231780369544 4779.039969701028
78 51209.818181818184 41324.0 77680.0 9672.152085427337 4811.834907392397
79 51902.545454545456 41776.0 77680.0 9566.529531273463 4759.288350163289
