time Optional[local:l-0] Optional[local:l-1] Optional[local:l-2] Optional[local:l-3] Optional[local:l-4] Optional[local:l-5] Optional[local:l-6] Optional[local:l-7] Optional[local:l-8] Optional[local:l-9] 
0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
1.003 200.0 0.0 0.0 200.0 656.0 584.0 0.0 400.0 456.0 0.0 
2.007 1112.0 840.0 912.0 1128.0 1528.0 1728.0 456.0 728.0 1368.0 768.0 
3.009 2112.0 1840.0 1984.0 2184.0 2656.0 2640.0 1440.0 1856.0 2384.0 1928.0 
4.01 3112.0 2928.0 3000.0 3240.0 3568.0 3728.0 2368.0 2856.0 3456.0 2912.0 
5.012 4240.0 3912.0 3840.0 4056.0 4440.0 4584.0 3456.0 3728.0 4440.0 3840.0 
6.013 5240.0 4912.0 4824.0 5224.0 5568.0 5696.0 4456.0 4784.0 5440.0 4984.0 
7.013 5984.0 5968.0 5912.0 6184.0 6712.0 6584.0 5384.0 5856.0 6440.0 5968.0 
8.014 7240.0 6968.0 6768.0 7168.0 7712.0 7712.0 6440.0 6856.0 7384.0 6712.0 
9.014 8112.0 7840.0 7984.0 8184.0 8728.0 8656.0 7440.0 7856.0 8424.0 7896.0 
10.015 9184.0 8512.0 8840.0 9168.0 9728.0 9712.0 8384.0 8784.0 9384.0 8784.0 
11.015 10224.0 9712.0 9912.0 10240.0 10712.0 10696.0 9256.0 9840.0 10440.0 9984.0 
12.016 11240.0 10712.0 10928.0 11184.0 11640.0 11656.0 10368.0 10840.0 11496.0 10952.0 
13.017 12224.0 11696.0 11952.0 12168.0 12640.0 12712.0 11312.0 11840.0 12456.0 11912.0 
14.018 13240.0 12656.0 12984.0 13168.0 13640.0 13712.0 12456.0 12840.0 13368.0 12952.0 
15.018 14240.0 13640.0 13968.0 14112.0 14512.0 14640.0 13384.0 13768.0 14456.0 13912.0 
16.019 15240.0 14696.0 14984.0 15224.0 15696.0 15640.0 14384.0 14840.0 15496.0 14968.0 
17.019 16128.0 15696.0 15968.0 16168.0 16712.0 16640.0 15496.0 15768.0 16496.0 15984.0 
18.02 17112.0 16696.0 16968.0 17240.0 17696.0 17712.0 16456.0 16768.0 17368.0 16896.0 
19.021 18240.0 17712.0 17912.0 18184.0 18712.0 18696.0 17440.0 17896.0 18424.0 17896.0 
20.021 19184.0 18640.0 18984.0 19224.0 19640.0 19640.0 18496.0 18840.0 19456.0 18912.0 
21.022 20240.0 19696.0 19984.0 20184.0 20712.0 20712.0 19496.0 19712.0 20496.0 19968.0 
22.022 21056.0 20528.0 20912.0 21240.0 21656.0 21568.0 20456.0 20840.0 21440.0 20968.0 
23.022 22168.0 21712.0 21968.0 22224.0 22512.0 22656.0 21440.0 21712.0 22256.0 21912.0 
24.022 23240.0 22712.0 22840.0 23240.0 23712.0 23712.0 22384.0 22896.0 23440.0 22768.0 
25.023 24240.0 23640.0 23968.0 24040.0 24712.0 24656.0 23440.0 23840.0 24440.0 23912.0 
26.023 25240.0 24696.0 24912.0 25184.0 25640.0 25640.0 24440.0 24896.0 25440.0 24984.0 
27.024 26240.0 25656.0 25768.0 26056.0 26712.0 26712.0 25328.0 25784.0 26440.0 25952.0 
28.025 27224.0 26640.0 26912.0 27240.0 27712.0 27640.0 26424.0 26768.0 27384.0 26912.0 
29.025 28240.0 27696.0 27840.0 28112.0 28656.0 28712.0 27368.0 27896.0 28496.0 27896.0 
30.025 29184.0 28640.0 28840.0 29184.0 29656.0 29712.0 28440.0 28712.0 29496.0 28912.0 
31.026 30240.0 29696.0 29968.0 30184.0 30584.0 30712.0 29424.0 29896.0 30384.0 29984.0 
32.026 31184.0 30584.0 30912.0 30840.0 31712.0 31712.0 30440.0 30712.0 31440.0 30896.0 
33.027 32040.0 31696.0 31624.0 31968.0 32712.0 32712.0 31456.0 31712.0 32312.0 31912.0 
34.027 33168.0 32656.0 32640.0 32968.0 33584.0 33712.0 32384.0 32768.0 33368.0 32968.0 
35.028 34184.0 33712.0 33712.0 33840.0 34640.0 34728.0 33456.0 33840.0 34440.0 33928.0 
36.029 35184.0 34712.0 34712.0 34984.0 35728.0 35728.0 34456.0 34856.0 35384.0 34984.0 
37.03 36000.0 35728.0 35400.0 36000.0 36400.0 36600.0 35456.0 35800.0 36400.0 35800.0 
38.031 36000.0 35800.0 35400.0 36000.0 36400.0 36600.0 35600.0 35800.0 36600.0 35800.0 
39.031 36000.0 35800.0 35400.0 36000.0 36400.0 36600.0 35600.0 35800.0 36600.0 35800.0 
40.032 36000.0 35800.0 35400.0 36000.0 36400.0 36600.0 35600.0 35800.0 36600.0 35800.0 
