time Optional[local:l-0] Optional[local:l-1] Optional[local:l-2] Optional[local:l-3] Optional[local:l-4] Optional[local:l-5] Optional[local:l-6] Optional[local:l-7] Optional[local:l-8] Optional[local:l-9] 
0.0 0.05 0.05 0.05 0.06 0.06 0.05 0.05 0.045 0.045 0.06 
1.001 0.135 0.145 0.145 0.14 0.165 0.15 0.155 0.15 0.14 0.145 
2.002 0.255 0.25 0.245 0.25 0.25 0.27 0.24 0.26 0.245 0.26 
3.003 0.34 0.36 0.355 0.34 0.365 0.345 0.335 0.345 0.345 0.35 
4.004 0.445 0.445 0.445 0.44 0.44 0.45 0.45 0.46 0.45 0.45 
5.005 0.535 0.525 0.55 0.53 0.535 0.535 0.535 0.54 0.55 0.55 
6.007 0.615 0.61 0.62 0.615 0.61 0.615 0.625 0.615 0.62 0.62 
7.008 0.72 0.71 0.71 0.705 0.71 0.715 0.705 0.715 0.71 0.705 
8.008 0.795 0.8 0.795 0.795 0.79 0.79 0.785 0.785 0.795 0.785 
9.008 0.88 0.885 0.88 0.87 0.885 0.875 0.875 0.89 0.875 0.88 
10.009 0.95 0.955 0.96 0.95 0.955 0.955 0.955 0.955 0.955 0.94 
11.011 0.995 0.995 0.99 0.99 0.99 0.995 0.995 0.99 0.995 0.995 
12.012 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 
13.013 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 
14.015 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 
