time                          Optional[local:l-0]           Optional[local:l-1]           Optional[local:l-2]           Optional[local:l-3]           Optional[local:l-4]           Optional[local:l-5]           Optional[local:l-6]           Optional[local:l-7]           Optional[local:l-8]           Optional[local:l-9]           
0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
1.003                         0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
2.004                         0.0                           0.0                           0.05                          0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
3.005                         0.05                          0.0                           0.05                          0.0                           0.05                          0.05                          0.0                           0.05                          0.05                          0.0                           
4.006                         0.05                          0.0                           0.05                          0.1                           0.1                           0.05                          0.0                           0.05                          0.1                           0.0                           
5.007                         0.1                           0.1                           0.1                           0.2                           0.15                          0.1                           0.05                          0.1                           0.2                           0.05                          
6.008                         0.2                           0.2                           0.15                          0.25                          0.2                           0.3                           0.15                          0.1                           0.2                           0.15                          
7.009                         0.4                           0.35                          0.3                           0.3                           0.3                           0.4                           0.3                           0.3                           0.2                           0.2                           
8.01                          0.4                           0.45                          0.4                           0.35                          0.4                           0.4                           0.35                          0.35                          0.35                          0.25                          
9.012                         0.5                           0.5                           0.5                           0.5                           0.55                          0.5                           0.6                           0.5                           0.4                           0.45                          
10.013                        0.7                           0.65                          0.65                          0.6                           0.75                          0.55                          0.7                           0.6                           0.65                          0.55                          
11.014                        0.7                           0.75                          0.7                           0.65                          0.85                          0.65                          0.75                          0.6                           0.65                          0.55                          
12.015                        0.85                          0.9                           0.8                           0.85                          0.95                          0.75                          0.75                          0.75                          0.8                           0.8                           
13.015                        0.95                          0.9                           0.9                           0.95                          1.0                           0.9                           0.85                          0.9                           0.9                           0.8                           
14.015                        1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           
15.016                        1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           
16.016                        1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           1.0                           
