time                          Optional[local:s-0]           Optional[local:l-0]           Optional[local:l-1]           Optional[local:l-2]           Optional[local:l-3]           
0.0                           288.0                         0.0                           0.0                           0.0                           0.0                           
1.001                         535.0                         0.0                           64.0                          64.0                          64.0                          
2.003                         785.0                         64.0                          346.0                         346.0                         346.0                         
3.003                         1000.0                        346.0                         407.0                         596.0                         596.0                         
4.005                         1000.0                        596.0                         660.0                         625.0                         750.0                         
5.006                         1000.0                        846.0                         750.0                         625.0                         750.0                         
6.007                         1000.0                        875.0                         750.0                         625.0                         750.0                         
7.007                         1000.0                        875.0                         750.0                         625.0                         750.0                         
8.008                         1000.0                        875.0                         750.0                         625.0                         750.0                         
