time                          Optional[local:s-0]           Optional[local:l-0]           Optional[local:l-1]           Optional[local:l-2]           Optional[local:l-3]           Optional[local:l-4]           Optional[local:l-5]           Optional[local:l-6]           Optional[local:l-7]           Optional[local:l-8]           Optional[local:l-9]           
0.0                           410.0                         225.0                         231.0                         233.0                         235.0                         234.0                         233.0                         235.0                         236.0                         113.0                         114.0                         
1.003                         997.0                         829.0                         530.0                         530.0                         697.0                         789.0                         765.0                         773.0                         1008.0                        1056.0                        997.0                         
2.004                         999.0                         995.0                         987.0                         991.0                         699.0                         867.0                         1002.0                        991.0                         995.0                         663.0                         999.0                         
3.004                         1000.0                        1004.0                        1004.0                        932.0                         432.0                         932.0                         940.0                         1036.0                        1004.0                        744.0                         800.0                         
4.005                         999.0                         995.0                         999.0                         943.0                         927.0                         743.0                         999.0                         999.0                         999.0                         699.0                         899.0                         
5.006                         999.0                         1002.0                        999.0                         599.0                         567.0                         595.0                         955.0                         995.0                         987.0                         563.0                         991.0                         
6.006                         1000.0                        1000.0                        1000.0                        952.0                         404.0                         499.0                         991.0                         971.0                         1006.0                        835.0                         1006.0                        
7.008                         974.0                         998.0                         1021.0                        646.0                         267.0                         995.0                         651.0                         539.0                         303.0                         599.0                         999.0                         
8.009                         1002.0                        967.0                         995.0                         899.0                         899.0                         999.0                         1222.0                        1222.0                        1182.0                        799.0                         899.0                         
9.01                          1018.0                        999.0                         1002.0                        991.0                         699.0                         1006.0                        1006.0                        995.0                         1002.0                        1198.0                        999.0                         
10.011                        0.0                           799.0                         851.0                         807.0                         399.0                         367.0                         667.0                         679.0                         411.0                         499.0                         867.0                         
11.011                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
12.013                        0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           
