time mean min max stdev confval
0 0.0 0.0 0.0 0.0 0.0
1 0.0 0.0 0.0 0.0 0.0
2 0.0 0.0 0.0 0.0 0.0
3 0.0 0.0 0.0 0.0 0.0
4 0.0 0.0 0.0 0.0 0.0
5 0.0 0.0 0.0 0.0 0.0
6 0.0 0.0 0.0 0.0 0.0
7 0.0 0.0 0.0 0.0 0.0
8 0.0 0.0 0.0 0.0 0.0
9 0.0 0.0 0.0 0.0 0.0
10 0.0 0.0 0.0 0.0 0.0
11 0.0 0.0 0.0 0.0 0.0
12 0.0 0.0 0.0 0.0 0.0
13 0.0 0.0 0.0 0.0 0.0
14 0.0 0.0 0.0 0.0 0.0
15 0.0 0.0 0.0 0.0 0.0
16 0.0 0.0 0.0 0.0 0.0
17 0.0 0.0 0.0 0.0 0.0
18 0.0025 0.0 0.025 0.007905694150420948 0.004124999999999999
19 0.0025 0.0 0.025 0.007905694150420948 0.004124999999999999
20 0.0025 0.0 0.025 0.007905694150420948 0.004124999999999999
21 0.005 0.0 0.025 0.010540925533894598 0.0055
22 0.01 0.0 0.025 0.012909944487358056 0.006736096792653739
23 0.01 0.0 0.025 0.012909944487358056 0.006736096792653739
24 0.015000000000000003 0.0 0.025 0.012909944487358056 0.006736096792653739
25 0.02 0.0 0.025 0.010540925533894598 0.0055
26 0.025 0.025 0.025 0.0 0.0
27 0.025 0.025 0.025 0.0 0.0
28 0.025 0.025 0.025 0.0 0.0
29 0.025 0.025 0.025 0.0 0.0
30 0.025 0.025 0.025 0.0 0.0
31 0.025 0.025 0.025 0.0 0.0
32 0.025 0.025 0.025 0.0 0.0
33 0.025 0.025 0.025 0.0 0.0
34 0.027500000000000004 0.025 0.05 0.007905694150420948 0.004124999999999999
35 0.030000000000000006 0.025 0.05 0.010540925533894598 0.0055
36 0.030000000000000006 0.025 0.05 0.010540925533894598 0.0055
37 0.0325 0.025 0.05 0.012076147288491199 0.006301041580564278
38 0.0425 0.025 0.075 0.01687371394276382 0.008804295826470165
39 0.045 0.025 0.075 0.015811388300841896 0.008249999999999999
40 0.065 0.05 0.125 0.024152294576982397 0.012602083161128557
41 0.0775 0.05 0.125 0.027512623365365297 0.014355421449752005
42 0.095 0.075 0.15 0.025819888974716113 0.013472193585307478
43 0.1375 0.075 0.2 0.04289845892077917 0.022383378319637093
44 0.1675 0.1 0.225 0.03736085295243316 0.019493989458292012
